final_kills,secondary_uniques,staff_pieces,total_drops,drop_rate,staff_drop_rate,kill_time_mins,total_log_hours,staff_gp,staff_gp_per_hour,quant
866,4,4,8,108.25,216.5,1732,28.866666666666667,1333333333.3333333,46.18937644341801,2
781,5,3,8,97.625,260.3333333333333,1562,26.033333333333335,1000000000,38.41229193341869,2
1588,9,4,13,122.15384615384616,397,3176,52.93333333333333,1333333333.3333333,25.188916876574307,4
1046,6,3,9,116.22222222222223,348.6666666666667,2092,34.86666666666667,1000000000,28.680688336520078,3
1368,6,3,9,152,456,2736,45.6,1000000000,21.92982456140351,3
1020,6,4,10,102,255,2040,34,1333333333.3333333,39.2156862745098,3
1906,10,3,13,146.6153846153846,635.3333333333334,3812,63.53333333333333,1000000000,15.739769150052465,4
846,5,3,8,105.75,282,1692,28.2,1000000000,35.46099290780142,2
1270,4,3,7,181.42857142857142,423.3333333333333,2540,42.333333333333336,1000000000,23.62204724409449,3
802,4,3,7,114.57142857142857,267.3333333333333,1604,26.733333333333334,1000000000,37.406483790523694,2
1978,11,3,14,141.28571428571428,659.3333333333334,3956,65.93333333333334,1000000000,15.166835187057632,4
2841,17,3,20,142.05,947,5682,94.7,1000000000,10.559662090813093,5
1861,8,5,13,143.15384615384616,372.2,3722,62.03333333333333,1666666666.6666665,26.867275658248253,4
3056,15,3,18,169.77777777777777,1018.6666666666666,6112,101.86666666666666,1000000000,9.816753926701573,5
3026,19,3,22,137.54545454545453,1008.6666666666666,6052,100.86666666666666,1000000000,9.914077990746861,5
1226,4,7,11,111.45454545454545,175.14285714285714,2452,40.86666666666667,2333333333.333333,57.09624796084828,3
1258,8,3,11,114.36363636363636,419.3333333333333,2516,41.93333333333333,1000000000,23.84737678855326,3
1573,11,4,15,104.86666666666666,393.25,3146,52.43333333333333,1333333333.3333333,25.429116338207248,3
1709,7,7,14,122.07142857142857,244.14285714285714,3418,56.96666666666667,2333333333.333333,40.95962551199531,4
1262,4,4,8,157.75,315.5,2524,42.06666666666667,1333333333.3333333,31.69572107765451,3
1701,8,4,12,141.75,425.25,3402,56.7,1333333333.3333333,23.515579071134624,4
1147,11,3,14,81.92857142857143,382.3333333333333,2294,38.233333333333334,1000000000,26.155187445510027,3
1219,10,3,13,93.76923076923077,406.3333333333333,2438,40.63333333333333,1000000000,24.61033634126333,3
925,5,3,8,115.625,308.3333333333333,1850,30.833333333333332,1000000000,32.432432432432435,3
2787,13,3,16,174.1875,929,5574,92.9,1000000000,10.76426264800861,5
1338,8,3,11,121.63636363636364,446,2676,44.6,1000000000,22.42152466367713,3
1543,6,3,9,171.44444444444446,514.3333333333334,3086,51.43333333333333,1000000000,19.44264419961115,3
1342,4,3,7,191.71428571428572,447.3333333333333,2684,44.733333333333334,1000000000,22.35469448584203,3
1070,10,3,13,82.3076923076923,356.6666666666667,2140,35.666666666666664,1000000000,28.037383177570096,3
2001,9,3,12,166.75,667,4002,66.7,1000000000,14.992503748125937,4
1368,8,6,14,97.71428571428571,228,2736,45.6,2000000000,43.85964912280702,3
1380,8,3,11,125.45454545454545,460,2760,46,1000000000,21.73913043478261,3
1166,7,3,10,116.6,388.6666666666667,2332,38.86666666666667,1000000000,25.728987993138936,3
772,6,3,9,85.77777777777777,257.3333333333333,1544,25.733333333333334,1000000000,38.86010362694301,2
1635,7,7,14,116.78571428571429,233.57142857142858,3270,54.5,2333333333.333333,42.81345565749235,4
1873,7,6,13,144.07692307692307,312.1666666666667,3746,62.43333333333333,2000000000,32.03416978109984,4
1710,8,3,11,155.45454545454547,570,3420,57,1000000000,17.54385964912281,4
3003,14,3,17,176.64705882352942,1001,6006,100.1,1000000000,9.990009990009991,5
825,5,4,9,91.66666666666667,206.25,1650,27.5,1333333333.3333333,48.484848484848484,2
922,7,6,13,70.92307692307692,153.66666666666666,1844,30.733333333333334,2000000000,65.0759219088937,3
2287,12,3,15,152.46666666666667,762.3333333333334,4574,76.23333333333333,1000000000,13.117621337997377,4
2108,9,3,12,175.66666666666666,702.6666666666666,4216,70.26666666666667,1000000000,14.231499051233396,4
1628,5,3,8,203.5,542.6666666666666,3256,54.266666666666666,1000000000,18.42751842751843,4
2023,7,3,10,202.3,674.3333333333334,4046,67.43333333333334,1000000000,14.829461196243201,4
1362,7,7,14,97.28571428571429,194.57142857142858,2724,45.4,2333333333.333333,51.3950073421439,3
1110,4,3,7,158.57142857142858,370,2220,37,1000000000,27.027027027027025,3
1080,5,3,8,135,360,2160,36,1000000000,27.777777777777775,3
1368,8,3,11,124.36363636363636,456,2736,45.6,1000000000,21.92982456140351,3
1860,8,3,11,169.0909090909091,620,3720,62,1000000000,16.129032258064516,4
1227,12,3,15,81.8,409,2454,40.9,1000000000,24.44987775061125,3
1265,7,6,13,97.3076923076923,210.83333333333334,2530,42.166666666666664,2000000000,47.430830039525695,3
1593,10,3,13,122.53846153846153,531,3186,53.1,1000000000,18.832391713747647,4
1267,12,3,15,84.46666666666667,422.3333333333333,2534,42.233333333333334,1000000000,23.67797947908445,3
3249,13,10,23,141.2608695652174,324.9,6498,108.3,3333333333.333333,30.77870113881194,5
1426,5,6,11,129.63636363636363,237.66666666666666,2852,47.53333333333333,2000000000,42.0757363253857,3
1115,6,4,10,111.5,278.75,2230,37.166666666666664,1333333333.3333333,35.87443946188341,3
2973,9,9,18,165.16666666666666,330.3333333333333,5946,99.1,3000000000,30.27245206861756,5
1001,5,6,11,91,166.83333333333334,2002,33.36666666666667,2000000000,59.94005994005994,3
1347,10,3,13,103.61538461538461,449,2694,44.9,1000000000,22.271714922048996,3
1916,9,6,15,127.73333333333333,319.3333333333333,3832,63.86666666666667,2000000000,31.315240083507305,4
1236,12,3,15,82.4,412,2472,41.2,1000000000,24.271844660194173,3
1590,5,5,10,159,318,3180,53,1666666666.6666665,31.44654088050314,4
3568,31,3,34,104.94117647058823,1189.3333333333333,7136,118.93333333333334,1000000000,8.408071748878925,5
1575,8,3,11,143.1818181818182,525,3150,52.5,1000000000,19.047619047619047,3
2775,10,3,13,213.46153846153845,925,5550,92.5,1000000000,10.81081081081081,5
1449,7,5,12,120.75,289.8,2898,48.3,1666666666.6666665,34.50655624568668,3
1912,10,4,14,136.57142857142858,478,3824,63.733333333333334,1333333333.3333333,20.920502092050206,4
2006,12,3,15,133.73333333333332,668.6666666666666,4012,66.86666666666666,1000000000,14.955134596211368,4
3256,22,3,25,130.24,1085.3333333333333,6512,108.53333333333333,1000000000,9.213759213759214,5
1490,12,3,15,99.33333333333333,496.6666666666667,2980,49.666666666666664,1000000000,20.134228187919465,3
2175,18,3,21,103.57142857142857,725,4350,72.5,1000000000,13.793103448275863,4
976,5,3,8,122,325.3333333333333,1952,32.53333333333333,1000000000,30.737704918032787,3
1733,10,5,15,115.53333333333333,346.6,3466,57.766666666666666,1666666666.6666665,28.851702250432773,4
1589,12,3,15,105.93333333333334,529.6666666666666,3178,52.96666666666667,1000000000,18.879798615481434,4
2601,11,7,18,144.5,371.57142857142856,5202,86.7,2333333333.333333,26.912725874663586,4
1383,3,4,7,197.57142857142858,345.75,2766,46.1,1333333333.3333333,28.922631959508312,3
1240,7,3,10,124,413.3333333333333,2480,41.333333333333336,1000000000,24.193548387096772,3
2053,13,3,16,128.3125,684.3333333333334,4106,68.43333333333334,1000000000,14.612761811982464,4
1078,8,3,11,98,359.3333333333333,2156,35.93333333333333,1000000000,27.82931354359926,3
3278,14,3,17,192.8235294117647,1092.6666666666667,6556,109.26666666666667,1000000000,9.151921903599757,5
922,6,3,9,102.44444444444444,307.3333333333333,1844,30.733333333333334,1000000000,32.53796095444685,3
3171,7,8,15,211.4,396.375,6342,105.7,2666666666.6666665,25.22863450015768,5
1974,9,3,12,164.5,658,3948,65.8,1000000000,15.197568389057752,4
3556,12,3,15,237.06666666666666,1185.3333333333333,7112,118.53333333333333,1000000000,8.43644544431946,5
986,5,3,8,123.25,328.6666666666667,1972,32.86666666666667,1000000000,30.425963488843813,3
1197,8,3,11,108.81818181818181,399,2394,39.9,1000000000,25.06265664160401,3
927,6,3,9,103,309,1854,30.9,1000000000,32.362459546925564,3
1738,8,3,11,158,579.3333333333334,3476,57.93333333333333,1000000000,17.26121979286536,4
2044,11,9,20,102.2,227.11111111111111,4088,68.13333333333334,3000000000,44.031311154598825,4
2034,6,3,9,226,678,4068,67.8,1000000000,14.749262536873156,4
1811,8,4,12,150.91666666666666,452.75,3622,60.36666666666667,1333333333.3333333,22.087244616234123,4
1381,5,4,9,153.44444444444446,345.25,2762,46.03333333333333,1333333333.3333333,28.964518464880523,3
1182,6,3,9,131.33333333333334,394,2364,39.4,1000000000,25.38071065989848,3
3001,12,7,19,157.94736842105263,428.7142857142857,6002,100.03333333333333,2333333333.333333,23.325558147284237,5
3475,13,12,25,139,289.5833333333333,6950,115.83333333333333,4000000000,34.53237410071943,5
2680,15,3,18,148.88888888888889,893.3333333333334,5360,89.33333333333333,1000000000,11.194029850746269,5
1857,10,3,13,142.84615384615384,619,3714,61.9,1000000000,16.15508885298869,4
1318,6,4,10,131.8,329.5,2636,43.93333333333333,1333333333.3333333,30.349013657056144,3
2680,20,3,23,116.52173913043478,893.3333333333334,5360,89.33333333333333,1000000000,11.194029850746269,5
2140,10,5,15,142.66666666666666,428,4280,71.33333333333333,1666666666.6666665,23.364485981308412,4
1075,12,3,15,71.66666666666667,358.3333333333333,2150,35.833333333333336,1000000000,27.906976744186043,3
1399,5,4,9,155.44444444444446,349.75,2798,46.63333333333333,1333333333.3333333,28.59185132237312,3
3037,16,3,19,159.8421052631579,1012.3333333333334,6074,101.23333333333333,1000000000,9.878169245966413,5
2798,21,3,24,116.58333333333333,932.6666666666666,5596,93.26666666666667,1000000000,10.72194424588992,5
2128,6,5,11,193.45454545454547,425.6,4256,70.93333333333334,1666666666.6666665,23.496240601503757,4
1821,3,6,9,202.33333333333334,303.5,3642,60.7,2000000000,32.948929159802304,4
1321,12,3,15,88.06666666666666,440.3333333333333,2642,44.03333333333333,1000000000,22.71006813020439,3
1576,6,3,9,175.11111111111111,525.3333333333334,3152,52.53333333333333,1000000000,19.03553299492386,3
1533,6,4,10,153.3,383.25,3066,51.1,1333333333.3333333,26.09262883235486,3
1034,4,5,9,114.88888888888889,206.8,2068,34.46666666666667,1666666666.6666665,48.355899419729205,3
1521,11,3,14,108.64285714285714,507,3042,50.7,1000000000,19.72386587771203,3
1632,10,3,13,125.53846153846153,544,3264,54.4,1000000000,18.38235294117647,4
1009,4,3,7,144.14285714285714,336.3333333333333,2018,33.63333333333333,1000000000,29.73240832507433,3
1385,14,5,19,72.89473684210526,277,2770,46.166666666666664,1666666666.6666665,36.101083032490976,3
1084,8,3,11,98.54545454545455,361.3333333333333,2168,36.13333333333333,1000000000,27.67527675276753,3
563,6,3,9,62.55555555555556,187.66666666666666,1126,18.766666666666666,1000000000,53.28596802841919,2
2985,15,3,18,165.83333333333334,995,5970,99.5,1000000000,10.050251256281408,5
1837,10,3,13,141.30769230769232,612.3333333333334,3674,61.233333333333334,1000000000,16.33097441480675,4
991,5,3,8,123.875,330.3333333333333,1982,33.03333333333333,1000000000,30.27245206861756,3
1207,6,9,15,80.46666666666667,134.11111111111111,2414,40.233333333333334,3000000000,74.56503728251865,3
3380,20,3,23,146.95652173913044,1126.6666666666667,6760,112.66666666666667,1000000000,8.875739644970412,5
1525,9,4,13,117.3076923076923,381.25,3050,50.833333333333336,1333333333.3333333,26.22950819672131,3
1986,9,3,12,165.5,662,3972,66.2,1000000000,15.105740181268882,4
2704,7,9,16,169,300.44444444444446,5408,90.13333333333334,3000000000,33.28402366863905,5
1198,6,3,9,133.11111111111111,399.3333333333333,2396,39.93333333333333,1000000000,25.041736227045078,3
973,7,3,10,97.3,324.3333333333333,1946,32.43333333333333,1000000000,30.83247687564235,3
667,5,3,8,83.375,222.33333333333334,1334,22.233333333333334,1000000000,44.97751124437781,2
650,6,3,9,72.22222222222223,216.66666666666666,1300,21.666666666666668,1000000000,46.15384615384615,2
2251,6,6,12,187.58333333333334,375.1666666666667,4502,75.03333333333333,2000000000,26.654820079964463,4
1828,9,8,17,107.52941176470588,228.5,3656,60.93333333333333,2666666666.6666665,43.7636761487965,4
1444,7,3,10,144.4,481.3333333333333,2888,48.13333333333333,1000000000,20.775623268698062,3
3493,14,3,17,205.47058823529412,1164.3333333333333,6986,116.43333333333334,1000000000,8.588605782994561,5
1097,9,3,12,91.41666666666667,365.6666666666667,2194,36.56666666666667,1000000000,27.347310847766636,3
1596,7,4,11,145.0909090909091,399,3192,53.2,1333333333.3333333,25.062656641604008,4
1643,7,3,10,164.3,547.6666666666666,3286,54.766666666666666,1000000000,18.25928180158247,4
1680,12,3,15,112,560,3360,56,1000000000,17.857142857142858,4
1282,10,4,14,91.57142857142857,320.5,2564,42.733333333333334,1333333333.3333333,31.201248049921993,3
1243,6,3,9,138.11111111111111,414.3333333333333,2486,41.43333333333333,1000000000,24.135156878519712,3
2755,17,3,20,137.75,918.3333333333334,5510,91.83333333333333,1000000000,10.88929219600726,5
1603,9,4,13,123.3076923076923,400.75,3206,53.43333333333333,1333333333.3333333,24.953212726138492,4
2081,5,3,8,260.125,693.6666666666666,4162,69.36666666666666,1000000000,14.416146083613649,4
1406,6,4,10,140.6,351.5,2812,46.86666666666667,1333333333.3333333,28.449502133712656,3
2845,9,11,20,142.25,258.6363636363636,5690,94.83333333333333,3666666666.6666665,38.66432337434095,5
1314,6,3,9,146,438,2628,43.8,1000000000,22.831050228310502,3
1330,5,3,8,166.25,443.3333333333333,2660,44.333333333333336,1000000000,22.55639097744361,3
1085,5,5,10,108.5,217,2170,36.166666666666664,1666666666.6666665,46.08294930875576,3
1522,9,3,12,126.83333333333333,507.3333333333333,3044,50.733333333333334,1000000000,19.71090670170828,3
4306,17,3,20,215.3,1435.3333333333333,8612,143.53333333333333,1000000000,6.967022758941012,6
1077,5,3,8,134.625,359,2154,35.9,1000000000,27.85515320334262,3
840,6,3,9,93.33333333333333,280,1680,28,1000000000,35.714285714285715,2
1825,10,3,13,140.3846153846154,608.3333333333334,3650,60.833333333333336,1000000000,16.43835616438356,4
3210,16,7,23,139.56521739130434,458.57142857142856,6420,107,2333333333.333333,21.806853582554517,5
1463,8,3,11,133,487.6666666666667,2926,48.766666666666666,1000000000,20.50580997949419,3
1702,7,3,10,170.2,567.3333333333334,3404,56.733333333333334,1000000000,17.626321974148063,4
2280,19,3,22,103.63636363636364,760,4560,76,1000000000,13.157894736842104,4
905,5,3,8,113.125,301.6666666666667,1810,30.166666666666668,1000000000,33.149171270718234,2
1334,7,3,10,133.4,444.6666666666667,2668,44.46666666666667,1000000000,22.488755622188904,3
2986,10,3,13,229.69230769230768,995.3333333333334,5972,99.53333333333333,1000000000,10.046885465505692,5
957,5,3,8,119.625,319,1914,31.9,1000000000,31.347962382445143,3
1199,6,3,9,133.22222222222223,399.6666666666667,2398,39.96666666666667,1000000000,25.020850708924105,3
1396,7,3,10,139.6,465.3333333333333,2792,46.53333333333333,1000000000,21.48997134670487,3
1361,5,3,8,170.125,453.6666666666667,2722,45.36666666666667,1000000000,22.04261572373255,3
812,3,3,6,135.33333333333334,270.6666666666667,1624,27.066666666666666,1000000000,36.94581280788177,2
1288,5,3,8,161,429.3333333333333,2576,42.93333333333333,1000000000,23.29192546583851,3
1507,7,3,10,150.7,502.3333333333333,3014,50.233333333333334,1000000000,19.907100199071003,3
1204,4,5,9,133.77777777777777,240.8,2408,40.13333333333333,1666666666.6666665,41.5282392026578,3
3961,30,3,33,120.03030303030303,1320.3333333333333,7922,132.03333333333333,1000000000,7.573844988639233,5
891,3,3,6,148.5,297,1782,29.7,1000000000,33.67003367003367,2
2367,10,3,13,182.07692307692307,789,4734,78.9,1000000000,12.674271229404308,4
1718,4,5,9,190.88888888888889,343.6,3436,57.266666666666666,1666666666.6666665,29.103608847497085,4
1063,5,3,8,132.875,354.3333333333333,2126,35.43333333333333,1000000000,28.222013170272817,3
2071,9,3,12,172.58333333333334,690.3333333333334,4142,69.03333333333333,1000000000,14.485755673587638,4
1219,10,4,14,87.07142857142857,304.75,2438,40.63333333333333,1333333333.3333333,32.81378178835111,3
2069,5,8,13,159.15384615384616,258.625,4138,68.96666666666667,2666666666.6666665,38.66602223296278,4
1070,8,3,11,97.27272727272727,356.6666666666667,2140,35.666666666666664,1000000000,28.037383177570096,3
2037,11,4,15,135.8,509.25,4074,67.9,1333333333.3333333,19.6367206676485,4
2905,6,5,11,264.09090909090907,581,5810,96.83333333333333,1666666666.6666665,17.21170395869191,5
1929,3,6,9,214.33333333333334,321.5,3858,64.3,2000000000,31.10419906687403,4
2400,7,6,13,184.6153846153846,400,4800,80,2000000000,25,4
1709,5,3,8,213.625,569.6666666666666,3418,56.96666666666667,1000000000,17.554125219426563,4
1820,5,3,8,227.5,606.6666666666666,3640,60.666666666666664,1000000000,16.483516483516485,4
2145,13,3,16,134.0625,715,4290,71.5,1000000000,13.986013986013987,4
1157,4,6,10,115.7,192.83333333333334,2314,38.56666666666667,2000000000,51.85825410544511,3
2214,9,4,13,170.30769230769232,553.5,4428,73.8,1333333333.3333333,18.066847335140015,4
1756,8,4,12,146.33333333333334,439,3512,58.53333333333333,1333333333.3333333,22.779043280182233,4
1885,12,3,15,125.66666666666667,628.3333333333334,3770,62.833333333333336,1000000000,15.915119363395226,4
764,5,3,8,95.5,254.66666666666666,1528,25.466666666666665,1000000000,39.26701570680629,2
2245,13,3,16,140.3125,748.3333333333334,4490,74.83333333333333,1000000000,13.3630289532294,4
1143,5,3,8,142.875,381,2286,38.1,1000000000,26.246719160104988,3
1251,5,3,8,156.375,417,2502,41.7,1000000000,23.980815347721823,3
1023,6,3,9,113.66666666666667,341,2046,34.1,1000000000,29.325513196480937,3
1909,6,3,9,212.11111111111111,636.3333333333334,3818,63.63333333333333,1000000000,15.71503404924044,4
2679,10,7,17,157.58823529411765,382.7142857142857,5358,89.3,2333333333.333333,26.129152668906304,5
2045,12,8,20,102.25,255.625,4090,68.16666666666667,2666666666.6666665,39.11980440097799,4
1213,3,3,6,202.16666666666666,404.3333333333333,2426,40.43333333333333,1000000000,24.732069249793902,3
1604,4,3,7,229.14285714285714,534.6666666666666,3208,53.46666666666667,1000000000,18.703241895261847,4
3238,21,3,24,134.91666666666666,1079.3333333333333,6476,107.93333333333334,1000000000,9.264978381717109,5
3762,16,3,19,198,1254,7524,125.4,1000000000,7.974481658692185,5
692,4,3,7,98.85714285714286,230.66666666666666,1384,23.066666666666666,1000000000,43.35260115606937,2
680,5,3,8,85,226.66666666666666,1360,22.666666666666668,1000000000,44.11764705882353,2
822,4,3,7,117.42857142857143,274,1644,27.4,1000000000,36.49635036496351,2
2074,6,3,9,230.44444444444446,691.3333333333334,4148,69.13333333333334,1000000000,14.464802314368368,4
1772,4,10,14,126.57142857142857,177.2,3544,59.06666666666667,3333333333.333333,56.4334085778781,4
1574,8,3,11,143.0909090909091,524.6666666666666,3148,52.46666666666667,1000000000,19.05972045743329,3
2504,5,3,8,313,834.6666666666666,5008,83.46666666666667,1000000000,11.980830670926517,4
2469,12,3,15,164.6,823,4938,82.3,1000000000,12.150668286755772,4
1286,5,3,8,160.75,428.6666666666667,2572,42.86666666666667,1000000000,23.32814930015552,3
1911,8,8,16,119.4375,238.875,3822,63.7,2666666666.6666665,41.86289900575615,4
808,7,3,10,80.8,269.3333333333333,1616,26.933333333333334,1000000000,37.12871287128713,2
863,5,3,8,107.875,287.6666666666667,1726,28.766666666666666,1000000000,34.762456546929315,2
2124,9,3,12,177,708,4248,70.8,1000000000,14.124293785310735,4
2218,12,3,15,147.86666666666667,739.3333333333334,4436,73.93333333333334,1000000000,13.525698827772768,4
1386,8,3,11,126,462,2772,46.2,1000000000,21.645021645021643,3
780,9,3,12,65,260,1560,26,1000000000,38.46153846153847,2
2767,10,3,13,212.84615384615384,922.3333333333334,5534,92.23333333333333,1000000000,10.84206722081677,5
2281,9,8,17,134.1764705882353,285.125,4562,76.03333333333333,2666666666.6666665,35.072336694432266,4
2126,16,3,19,111.89473684210526,708.6666666666666,4252,70.86666666666666,1000000000,14.111006585136408,4
3039,11,3,14,217.07142857142858,1013,6078,101.3,1000000000,9.871668311944719,5
2320,9,3,12,193.33333333333334,773.3333333333334,4640,77.33333333333333,1000000000,12.931034482758621,4
1914,5,3,8,239.25,638,3828,63.8,1000000000,15.673981191222571,4
1823,7,7,14,130.21428571428572,260.42857142857144,3646,60.766666666666666,2333333333.333333,38.39824465167306,4
1118,5,3,8,139.75,372.6666666666667,2236,37.266666666666666,1000000000,26.833631484794278,3
1523,9,3,12,126.91666666666667,507.6666666666667,3046,50.766666666666666,1000000000,19.697964543663822,3
1223,4,3,7,174.71428571428572,407.6666666666667,2446,40.766666666666666,1000000000,24.529844644317254,3
1218,7,3,10,121.8,406,2436,40.6,1000000000,24.63054187192118,3
1727,12,8,20,86.35,215.875,3454,57.56666666666667,2666666666.6666665,46.32310364794441,4
863,5,4,9,95.88888888888889,215.75,1726,28.766666666666666,1333333333.3333333,46.34994206257242,2
2846,12,3,15,189.73333333333332,948.6666666666666,5692,94.86666666666666,1000000000,10.541110330288125,5
1052,5,4,9,116.88888888888889,263,2104,35.06666666666667,1333333333.3333333,38.02281368821292,3
944,4,3,7,134.85714285714286,314.6666666666667,1888,31.466666666666665,1000000000,31.779661016949156,3
1096,7,3,10,109.6,365.3333333333333,2192,36.53333333333333,1000000000,27.37226277372263,3
960,7,3,10,96,320,1920,32,1000000000,31.25,3
1031,7,3,10,103.1,343.6666666666667,2062,34.36666666666667,1000000000,29.097963142580017,3
1049,7,3,10,104.9,349.6666666666667,2098,34.96666666666667,1000000000,28.59866539561487,3
1145,5,4,9,127.22222222222223,286.25,2290,38.166666666666664,1333333333.3333333,34.93449781659388,3
1620,9,6,15,108,270,3240,54,2000000000,37.03703703703704,4
1619,7,5,12,134.91666666666666,323.8,3238,53.96666666666667,1666666666.6666665,30.88326127239036,4
906,4,3,7,129.42857142857142,302,1812,30.2,1000000000,33.11258278145696,2
4663,28,3,31,150.41935483870967,1554.3333333333333,9326,155.43333333333334,1000000000,6.433626420759167,6
3028,10,3,13,232.92307692307693,1009.3333333333334,6056,100.93333333333334,1000000000,9.907529722589167,5
1733,6,3,9,192.55555555555554,577.6666666666666,3466,57.766666666666666,1000000000,17.311021350259665,4
820,6,3,9,91.11111111111111,273.3333333333333,1640,27.333333333333332,1000000000,36.58536585365854,2
1621,11,3,14,115.78571428571429,540.3333333333334,3242,54.03333333333333,1000000000,18.507094386181368,4
2773,21,3,24,115.54166666666667,924.3333333333334,5546,92.43333333333334,1000000000,10.818608005769923,5
1469,5,3,8,183.625,489.6666666666667,2938,48.96666666666667,1000000000,20.42205582028591,3
1592,6,7,13,122.46153846153847,227.42857142857142,3184,53.06666666666667,2333333333.333333,43.96984924623115,4
1381,9,4,13,106.23076923076923,345.25,2762,46.03333333333333,1333333333.3333333,28.964518464880523,3
1808,13,4,17,106.3529411764706,452,3616,60.266666666666666,1333333333.3333333,22.123893805309734,4
874,4,4,8,109.25,218.5,1748,29.133333333333333,1333333333.3333333,45.76659038901602,2
991,8,3,11,90.0909090909091,330.3333333333333,1982,33.03333333333333,1000000000,30.27245206861756,3
1434,4,8,12,119.5,179.25,2868,47.8,2666666666.6666665,55.78800557880056,3
2114,6,5,11,192.1818181818182,422.8,4228,70.46666666666667,1666666666.6666665,23.65184484389782,4
2093,8,3,11,190.27272727272728,697.6666666666666,4186,69.76666666666667,1000000000,14.333492594362161,4
2246,11,3,14,160.42857142857142,748.6666666666666,4492,74.86666666666666,1000000000,13.357079252003563,4
1292,7,3,10,129.2,430.6666666666667,2584,43.06666666666667,1000000000,23.219814241486066,3
1890,11,3,14,135,630,3780,63,1000000000,15.873015873015873,4
1725,9,3,12,143.75,575,3450,57.5,1000000000,17.391304347826086,4
379,4,3,7,54.142857142857146,126.33333333333333,758,12.633333333333333,1000000000,79.155672823219,1
2501,11,3,14,178.64285714285714,833.6666666666666,5002,83.36666666666666,1000000000,11.99520191923231,4
1511,7,3,10,151.1,503.6666666666667,3022,50.36666666666667,1000000000,19.854401058901388,3
2350,6,6,12,195.83333333333334,391.6666666666667,4700,78.33333333333333,2000000000,25.531914893617024,4
1646,7,3,10,164.6,548.6666666666666,3292,54.86666666666667,1000000000,18.226002430133654,4
1092,5,3,8,136.5,364,2184,36.4,1000000000,27.472527472527474,3
1623,8,6,14,115.92857142857143,270.5,3246,54.1,2000000000,36.96857670979667,4
3391,18,3,21,161.47619047619048,1130.3333333333333,6782,113.03333333333333,1000000000,8.846947803007962,5
1575,8,5,13,121.15384615384616,315,3150,52.5,1666666666.6666665,31.746031746031743,3
1778,10,3,13,136.76923076923077,592.6666666666666,3556,59.266666666666666,1000000000,16.87289088863892,4
2861,17,3,20,143.05,953.6666666666666,5722,95.36666666666666,1000000000,10.485844110450891,5
2170,14,3,17,127.6470588235294,723.3333333333334,4340,72.33333333333333,1000000000,13.82488479262673,4
1520,12,3,15,101.33333333333333,506.6666666666667,3040,50.666666666666664,1000000000,19.736842105263158,3
1903,9,7,16,118.9375,271.85714285714283,3806,63.43333333333333,2333333333.333333,36.784025223331575,4
2219,11,3,14,158.5,739.6666666666666,4438,73.96666666666667,1000000000,13.519603424966201,4
1353,6,3,9,150.33333333333334,451,2706,45.1,1000000000,22.172949002217294,3
2260,17,3,20,113,753.3333333333334,4520,75.33333333333333,1000000000,13.274336283185841,4
1279,4,4,8,159.875,319.75,2558,42.63333333333333,1333333333.3333333,31.27443315089914,3
943,3,3,6,157.16666666666666,314.3333333333333,1886,31.433333333333334,1000000000,31.81336161187699,3
1814,5,5,10,181.4,362.8,3628,60.46666666666667,1666666666.6666665,27.563395810363833,4
900,7,5,12,75,180,1800,30,1666666666.6666665,55.55555555555555,2
913,5,3,8,114.125,304.3333333333333,1826,30.433333333333334,1000000000,32.85870755750274,2
847,7,3,10,84.7,282.3333333333333,1694,28.233333333333334,1000000000,35.41912632821724,2
866,4,3,7,123.71428571428571,288.6666666666667,1732,28.866666666666667,1000000000,34.64203233256351,2
1179,8,3,11,107.18181818181819,393,2358,39.3,1000000000,25.44529262086514,3
1175,6,3,9,130.55555555555554,391.6666666666667,2350,39.166666666666664,1000000000,25.531914893617024,3
1015,3,3,6,169.16666666666666,338.3333333333333,2030,33.833333333333336,1000000000,29.556650246305416,3
1644,6,3,9,182.66666666666666,548,3288,54.8,1000000000,18.248175182481756,4
1362,12,4,16,85.125,340.5,2724,45.4,1333333333.3333333,29.36857562408223,3
691,7,3,10,69.1,230.33333333333334,1382,23.033333333333335,1000000000,43.415340086830675,2
2001,14,5,19,105.3157894736842,400.2,4002,66.7,1666666666.6666665,24.987506246876556,4
1825,6,3,9,202.77777777777777,608.3333333333334,3650,60.833333333333336,1000000000,16.43835616438356,4
2696,11,5,16,168.5,539.2,5392,89.86666666666666,1666666666.6666665,18.5459940652819,5
2525,8,3,11,229.54545454545453,841.6666666666666,5050,84.16666666666667,1000000000,11.881188118811881,4
1410,7,3,10,141,470,2820,47,1000000000,21.27659574468085,3
1647,4,3,7,235.28571428571428,549,3294,54.9,1000000000,18.21493624772313,4
1231,5,5,10,123.1,246.2,2462,41.03333333333333,1666666666.6666665,40.61738424045491,3
2026,12,3,15,135.06666666666666,675.3333333333334,4052,67.53333333333333,1000000000,14.807502467917079,4
1512,6,4,10,151.2,378,3024,50.4,1333333333.3333333,26.455026455026456,3
754,3,3,6,125.66666666666667,251.33333333333334,1508,25.133333333333333,1000000000,39.787798408488065,2
2976,19,3,22,135.27272727272728,992,5952,99.2,1000000000,10.080645161290322,5
1923,12,3,15,128.2,641,3846,64.1,1000000000,15.600624024961,4
1800,12,3,15,120,600,3600,60,1000000000,16.666666666666664,4
