final_kills,secondary_uniques,staff_pieces,total_drops,drop_rate,staff_drop_rate,kill_time_mins,total_log_hours,staff_gp,staff_gp_per_hour,quant
1146,3,3,6,191,382,2292,38.2,1000000000,26.17801047120419,3
1306,4,5,9,145.11111111111111,261.2,2612,43.53333333333333,1666666666.6666665,38.28483920367535,3
1439,6,3,9,159.88888888888889,479.6666666666667,2878,47.96666666666667,1000000000,20.847810979847115,3
1490,6,3,9,165.55555555555554,496.6666666666667,2980,49.666666666666664,1000000000,20.134228187919465,3
2343,13,6,19,123.3157894736842,390.5,4686,78.1,2000000000,25.60819462227913,4
1259,5,3,8,157.375,419.6666666666667,2518,41.96666666666667,1000000000,23.828435266084195,3
1692,12,3,15,112.8,564,3384,56.4,1000000000,17.73049645390071,4
956,5,3,8,119.5,318.6666666666667,1912,31.866666666666667,1000000000,31.380753138075313,3
1403,11,3,14,100.21428571428571,467.6666666666667,2806,46.766666666666666,1000000000,21.382751247327157,3
1868,11,3,14,133.42857142857142,622.6666666666666,3736,62.266666666666666,1000000000,16.05995717344754,4
1662,9,4,13,127.84615384615384,415.5,3324,55.4,1333333333.3333333,24.067388688327316,4
1369,5,3,8,171.125,456.3333333333333,2738,45.63333333333333,1000000000,21.913805697589485,3
1918,6,5,11,174.36363636363637,383.6,3836,63.93333333333333,1666666666.6666665,26.068821689259643,4
1404,11,4,15,93.6,351,2808,46.8,1333333333.3333333,28.49002849002849,3
1272,11,3,14,90.85714285714286,424,2544,42.4,1000000000,23.584905660377363,3
978,7,3,10,97.8,326,1956,32.6,1000000000,30.674846625766868,3
2455,11,3,14,175.35714285714286,818.3333333333334,4910,81.83333333333333,1000000000,12.219959266802444,4
1331,5,7,12,110.91666666666667,190.14285714285714,2662,44.36666666666667,2333333333.333333,52.592036063110434,3
2152,16,3,19,113.26315789473684,717.3333333333334,4304,71.73333333333333,1000000000,13.940520446096656,4
876,8,3,11,79.63636363636364,292,1752,29.2,1000000000,34.24657534246575,2
1227,6,3,9,136.33333333333334,409,2454,40.9,1000000000,24.44987775061125,3
1888,7,8,15,125.86666666666666,236,3776,62.93333333333333,2666666666.6666665,42.37288135593221,4
1825,7,3,10,182.5,608.3333333333334,3650,60.833333333333336,1000000000,16.43835616438356,4
1973,5,3,8,246.625,657.6666666666666,3946,65.76666666666667,1000000000,15.205271160669032,4
875,7,4,11,79.54545454545455,218.75,1750,29.166666666666668,1333333333.3333333,45.71428571428571,2
2240,16,3,19,117.89473684210526,746.6666666666666,4480,74.66666666666667,1000000000,13.392857142857142,4
1282,4,3,7,183.14285714285714,427.3333333333333,2564,42.733333333333334,1000000000,23.400936037441497,3
1449,3,3,6,241.5,483,2898,48.3,1000000000,20.703933747412012,3
1981,6,6,12,165.08333333333334,330.1666666666667,3962,66.03333333333333,2000000000,30.287733467945483,4
2830,12,3,15,188.66666666666666,943.3333333333334,5660,94.33333333333333,1000000000,10.60070671378092,5
1919,6,5,11,174.45454545454547,383.8,3838,63.96666666666667,1666666666.6666665,26.05523710265763,4
1777,17,3,20,88.85,592.3333333333334,3554,59.233333333333334,1000000000,16.882386043894204,4
1113,6,6,12,92.75,185.5,2226,37.1,2000000000,53.908355795148246,3
722,3,3,6,120.33333333333333,240.66666666666666,1444,24.066666666666666,1000000000,41.551246537396125,2
684,4,3,7,97.71428571428571,228,1368,22.8,1000000000,43.85964912280702,2
997,8,4,12,83.08333333333333,249.25,1994,33.233333333333334,1333333333.3333333,40.12036108324975,3
1514,7,3,10,151.4,504.6666666666667,3028,50.46666666666667,1000000000,19.815059445178335,3
1085,7,3,10,108.5,361.6666666666667,2170,36.166666666666664,1000000000,27.64976958525346,3
1110,9,5,14,79.28571428571429,222,2220,37,1666666666.6666665,45.04504504504504,3
2369,8,3,11,215.36363636363637,789.6666666666666,4738,78.96666666666667,1000000000,12.66357112705783,4
2104,11,3,14,150.28571428571428,701.3333333333334,4208,70.13333333333334,1000000000,14.258555133079847,4
786,4,3,7,112.28571428571429,262,1572,26.2,1000000000,38.16793893129771,2
1572,10,4,14,112.28571428571429,393,3144,52.4,1333333333.3333333,25.44529262086514,3
1355,5,3,8,169.375,451.6666666666667,2710,45.166666666666664,1000000000,22.140221402214024,3
1937,10,3,13,149,645.6666666666666,3874,64.56666666666666,1000000000,15.487867836861126,4
1195,4,3,7,170.71428571428572,398.3333333333333,2390,39.833333333333336,1000000000,25.10460251046025,3
1486,12,3,15,99.06666666666666,495.3333333333333,2972,49.53333333333333,1000000000,20.188425302826378,3
1471,7,3,10,147.1,490.3333333333333,2942,49.03333333333333,1000000000,20.394289598912305,3
1596,7,3,10,159.6,532,3192,53.2,1000000000,18.796992481203006,4
706,4,7,11,64.18181818181819,100.85714285714286,1412,23.533333333333335,2333333333.333333,99.15014164305946,2
1409,8,3,11,128.0909090909091,469.6666666666667,2818,46.96666666666667,1000000000,21.291696238466997,3
1596,11,4,15,106.4,399,3192,53.2,1333333333.3333333,25.062656641604008,4
1270,13,3,16,79.375,423.3333333333333,2540,42.333333333333336,1000000000,23.62204724409449,3
1894,7,3,10,189.4,631.3333333333334,3788,63.13333333333333,1000000000,15.839493136219641,4
2408,14,3,17,141.64705882352942,802.6666666666666,4816,80.26666666666667,1000000000,12.458471760797343,4
1240,7,3,10,124,413.3333333333333,2480,41.333333333333336,1000000000,24.193548387096772,3
2990,13,9,22,135.9090909090909,332.22222222222223,5980,99.66666666666667,3000000000,30.100334448160535,5
1217,4,4,8,152.125,304.25,2434,40.56666666666667,1333333333.3333333,32.86770747740345,3
2227,14,4,18,123.72222222222223,556.75,4454,74.23333333333333,1333333333.3333333,17.96138302649304,4
1041,8,3,11,94.63636363636364,347,2082,34.7,1000000000,28.81844380403458,3
1478,9,7,16,92.375,211.14285714285714,2956,49.266666666666666,2333333333.333333,47.361299052774015,3
806,8,3,11,73.27272727272727,268.6666666666667,1612,26.866666666666667,1000000000,37.220843672456574,2
1567,8,3,11,142.45454545454547,522.3333333333334,3134,52.233333333333334,1000000000,19.14486279514997,3
2881,14,3,17,169.47058823529412,960.3333333333334,5762,96.03333333333333,1000000000,10.413051023950018,5
1470,12,4,16,91.875,367.5,2940,49,1333333333.3333333,27.2108843537415,3
2902,13,3,16,181.375,967.3333333333334,5804,96.73333333333333,1000000000,10.337698139214336,5
1409,10,3,13,108.38461538461539,469.6666666666667,2818,46.96666666666667,1000000000,21.291696238466997,3
1632,10,5,15,108.8,326.4,3264,54.4,1666666666.6666665,30.637254901960784,4
2116,11,3,14,151.14285714285714,705.3333333333334,4232,70.53333333333333,1000000000,14.177693761814744,4
2082,11,3,14,148.71428571428572,694,4164,69.4,1000000000,14.40922190201729,4
1101,5,3,8,137.625,367,2202,36.7,1000000000,27.247956403269754,3
1255,7,3,10,125.5,418.3333333333333,2510,41.833333333333336,1000000000,23.904382470119522,3
2264,12,3,15,150.93333333333334,754.6666666666666,4528,75.46666666666667,1000000000,13.250883392226148,4
2925,24,5,29,100.86206896551724,585,5850,97.5,1666666666.6666665,17.094017094017094,5
550,4,4,8,68.75,137.5,1100,18.333333333333332,1333333333.3333333,72.72727272727273,1
1600,17,3,20,80,533.3333333333334,3200,53.333333333333336,1000000000,18.75,4
1488,8,3,11,135.27272727272728,496,2976,49.6,1000000000,20.161290322580644,3
2091,11,4,15,139.4,522.75,4182,69.7,1333333333.3333333,19.12960306073649,4
2409,9,5,14,172.07142857142858,481.8,4818,80.3,1666666666.6666665,20.755500207555,4
1780,8,6,14,127.14285714285714,296.6666666666667,3560,59.333333333333336,2000000000,33.70786516853932,4
999,7,3,10,99.9,333,1998,33.3,1000000000,30.03003003003003,3
683,4,3,7,97.57142857142857,227.66666666666666,1366,22.766666666666666,1000000000,43.92386530014642,2
1245,8,3,11,113.18181818181819,415,2490,41.5,1000000000,24.096385542168672,3
1684,12,3,15,112.26666666666667,561.3333333333334,3368,56.13333333333333,1000000000,17.814726840855105,4
1550,10,3,13,119.23076923076923,516.6666666666666,3100,51.666666666666664,1000000000,19.35483870967742,3
2882,11,3,14,205.85714285714286,960.6666666666666,5764,96.06666666666666,1000000000,10.409437890353923,5
1438,7,4,11,130.72727272727272,359.5,2876,47.93333333333333,1333333333.3333333,27.81641168289291,3
2135,9,3,12,177.91666666666666,711.6666666666666,4270,71.16666666666667,1000000000,14.05152224824356,4
3266,14,3,17,192.11764705882354,1088.6666666666667,6532,108.86666666666666,1000000000,9.185548071034907,5
2584,12,3,15,172.26666666666668,861.3333333333334,5168,86.13333333333334,1000000000,11.609907120743033,4
2447,11,5,16,152.9375,489.4,4894,81.56666666666666,1666666666.6666665,20.433183489987737,4
1302,6,3,9,144.66666666666666,434,2604,43.4,1000000000,23.041474654377883,3
2205,8,4,12,183.75,551.25,4410,73.5,1333333333.3333333,18.140589569160998,4
3699,19,3,22,168.13636363636363,1233,7398,123.3,1000000000,8.110300081103,5
2169,11,3,14,154.92857142857142,723,4338,72.3,1000000000,13.831258644536653,4
1563,8,3,11,142.0909090909091,521,3126,52.1,1000000000,19.193857965451055,3
2813,8,9,17,165.47058823529412,312.55555555555554,5626,93.76666666666667,3000000000,31.994312122289372,5
1681,10,4,14,120.07142857142857,420.25,3362,56.03333333333333,1333333333.3333333,23.79535990481856,4
1082,9,3,12,90.16666666666667,360.6666666666667,2164,36.06666666666667,1000000000,27.726432532347502,3
887,5,5,10,88.7,177.4,1774,29.566666666666666,1666666666.6666665,56.36978579481398,2
1240,6,3,9,137.77777777777777,413.3333333333333,2480,41.333333333333336,1000000000,24.193548387096772,3
2044,9,3,12,170.33333333333334,681.3333333333334,4088,68.13333333333334,1000000000,14.677103718199607,4
3440,14,3,17,202.35294117647058,1146.6666666666667,6880,114.66666666666667,1000000000,8.720930232558139,5
1519,6,3,9,168.77777777777777,506.3333333333333,3038,50.63333333333333,1000000000,19.74983541803818,3
2695,10,5,15,179.66666666666666,539,5390,89.83333333333333,1666666666.6666665,18.55287569573284,5
1835,15,3,18,101.94444444444444,611.6666666666666,3670,61.166666666666664,1000000000,16.348773841961854,4
1509,9,3,12,125.75,503,3018,50.3,1000000000,19.880715705765407,3
2081,6,3,9,231.22222222222223,693.6666666666666,4162,69.36666666666666,1000000000,14.416146083613649,4
1089,7,3,10,108.9,363,2178,36.3,1000000000,27.548209366391184,3
1219,8,3,11,110.81818181818181,406.3333333333333,2438,40.63333333333333,1000000000,24.61033634126333,3
2543,14,3,17,149.58823529411765,847.6666666666666,5086,84.76666666666667,1000000000,11.797090051120724,4
1844,8,3,11,167.63636363636363,614.6666666666666,3688,61.46666666666667,1000000000,16.268980477223426,4
1720,9,3,12,143.33333333333334,573.3333333333334,3440,57.333333333333336,1000000000,17.441860465116278,4
1723,10,3,13,132.53846153846155,574.3333333333334,3446,57.43333333333333,1000000000,17.411491584445734,4
2102,12,3,15,140.13333333333333,700.6666666666666,4204,70.06666666666666,1000000000,14.272121788772598,4
2793,18,4,22,126.95454545454545,698.25,5586,93.1,1333333333.3333333,14.321518080916578,5
1282,5,3,8,160.25,427.3333333333333,2564,42.733333333333334,1000000000,23.400936037441497,3
1755,7,3,10,175.5,585,3510,58.5,1000000000,17.094017094017097,4
1970,8,5,13,151.53846153846155,394,3940,65.66666666666667,1666666666.6666665,25.380710659898472,4
2222,13,5,18,123.44444444444444,444.4,4444,74.06666666666666,1666666666.6666665,22.502250225022504,4
1983,8,4,12,165.25,495.75,3966,66.1,1333333333.3333333,20.171457387796266,4
1734,8,3,11,157.63636363636363,578,3468,57.8,1000000000,17.30103806228374,4
1932,15,3,18,107.33333333333333,644,3864,64.4,1000000000,15.527950310559005,4
981,6,3,9,109,327,1962,32.7,1000000000,30.58103975535168,3
1835,8,5,13,141.15384615384616,367,3670,61.166666666666664,1666666666.6666665,27.247956403269754,4
987,6,5,11,89.72727272727273,197.4,1974,32.9,1666666666.6666665,50.65856129685917,3
1370,4,3,7,195.71428571428572,456.6666666666667,2740,45.666666666666664,1000000000,21.897810218978105,3
1566,7,5,12,130.5,313.2,3132,52.2,1666666666.6666665,31.928480204342268,3
2608,9,3,12,217.33333333333334,869.3333333333334,5216,86.93333333333334,1000000000,11.503067484662576,4
2404,13,3,16,150.25,801.3333333333334,4808,80.13333333333334,1000000000,12.479201331114808,4
2225,11,3,14,158.92857142857142,741.6666666666666,4450,74.16666666666667,1000000000,13.48314606741573,4
3004,17,3,20,150.2,1001.3333333333334,6008,100.13333333333334,1000000000,9.986684420772303,5
1066,3,3,6,177.66666666666666,355.3333333333333,2132,35.53333333333333,1000000000,28.142589118198874,3
1550,6,5,11,140.9090909090909,310,3100,51.666666666666664,1666666666.6666665,32.25806451612903,3
840,4,4,8,105,210,1680,28,1333333333.3333333,47.61904761904762,2
1710,9,3,12,142.5,570,3420,57,1000000000,17.54385964912281,4
1910,9,5,14,136.42857142857142,382,3820,63.666666666666664,1666666666.6666665,26.17801047120419,4
3744,22,3,25,149.76,1248,7488,124.8,1000000000,8.012820512820513,5
1064,5,3,8,133,354.6666666666667,2128,35.46666666666667,1000000000,28.195488721804512,3
1806,10,3,13,138.92307692307693,602,3612,60.2,1000000000,16.611295681063122,4
642,5,3,8,80.25,214,1284,21.4,1000000000,46.728971962616825,2
1553,6,4,10,155.3,388.25,3106,51.766666666666666,1333333333.3333333,25.756600128783,3
1267,7,3,10,126.7,422.3333333333333,2534,42.233333333333334,1000000000,23.67797947908445,3
937,5,6,11,85.18181818181819,156.16666666666666,1874,31.233333333333334,2000000000,64.034151547492,3
1033,8,4,12,86.08333333333333,258.25,2066,34.43333333333333,1333333333.3333333,38.72216844143272,3
953,6,3,9,105.88888888888889,317.6666666666667,1906,31.766666666666666,1000000000,31.47953830010493,3
1223,5,3,8,152.875,407.6666666666667,2446,40.766666666666666,1000000000,24.529844644317254,3
890,4,5,9,98.88888888888889,178,1780,29.666666666666668,1666666666.6666665,56.179775280898866,2
1514,6,3,9,168.22222222222223,504.6666666666667,3028,50.46666666666667,1000000000,19.815059445178335,3
1485,9,6,15,99,247.5,2970,49.5,2000000000,40.4040404040404,3
1402,6,4,10,140.2,350.5,2804,46.733333333333334,1333333333.3333333,28.53067047075606,3
2393,19,3,22,108.77272727272727,797.6666666666666,4786,79.76666666666667,1000000000,12.536564981195152,4
1778,9,4,13,136.76923076923077,444.5,3556,59.266666666666666,1333333333.3333333,22.49718785151856,4
1078,7,5,12,89.83333333333333,215.6,2156,35.93333333333333,1666666666.6666665,46.38218923933209,3
1406,8,5,13,108.15384615384616,281.2,2812,46.86666666666667,1666666666.6666665,35.56187766714082,3
1245,11,3,14,88.92857142857143,415,2490,41.5,1000000000,24.096385542168672,3
839,5,3,8,104.875,279.6666666666667,1678,27.966666666666665,1000000000,35.75685339690108,2
1558,4,4,8,194.75,389.5,3116,51.93333333333333,1333333333.3333333,25.673940949935815,3
2446,9,9,18,135.88888888888889,271.77777777777777,4892,81.53333333333333,3000000000,36.79476696647588,4
5244,15,10,25,209.76,524.4,10488,174.8,3333333333.333333,19.069412662090002,6
1903,9,3,12,158.58333333333334,634.3333333333334,3806,63.43333333333333,1000000000,15.764582238570679,4
1741,14,3,17,102.41176470588235,580.3333333333334,3482,58.03333333333333,1000000000,17.231476163124643,4
2660,11,3,14,190,886.6666666666666,5320,88.66666666666667,1000000000,11.278195488721805,5
2112,11,4,15,140.8,528,4224,70.4,1333333333.3333333,18.939393939393938,4
1917,7,3,10,191.7,639,3834,63.9,1000000000,15.64945226917058,4
1792,9,3,12,149.33333333333334,597.3333333333334,3584,59.733333333333334,1000000000,16.74107142857143,4
1886,6,8,14,134.71428571428572,235.75,3772,62.86666666666667,2666666666.6666665,42.41781548250265,4
926,7,3,10,92.6,308.6666666666667,1852,30.866666666666667,1000000000,32.39740820734341,3
2195,9,3,12,182.91666666666666,731.6666666666666,4390,73.16666666666667,1000000000,13.667425968109338,4
1334,7,3,10,133.4,444.6666666666667,2668,44.46666666666667,1000000000,22.488755622188904,3
3182,18,3,21,151.52380952380952,1060.6666666666667,6364,106.06666666666666,1000000000,9.428032683846638,5
1258,4,4,8,157.25,314.5,2516,41.93333333333333,1333333333.3333333,31.79650238473768,3
1553,8,6,14,110.92857142857143,258.8333333333333,3106,51.766666666666666,2000000000,38.6349001931745,3
1642,10,7,17,96.58823529411765,234.57142857142858,3284,54.733333333333334,2333333333.333333,42.63093788063337,4
1920,7,4,11,174.54545454545453,480,3840,64,1333333333.3333333,20.833333333333332,4
911,4,3,7,130.14285714285714,303.6666666666667,1822,30.366666666666667,1000000000,32.93084522502744,2
1561,10,3,13,120.07692307692308,520.3333333333334,3122,52.03333333333333,1000000000,19.218449711723256,3
1463,7,4,11,133,365.75,2926,48.766666666666666,1333333333.3333333,27.341079972658918,3
1613,9,3,12,134.41666666666666,537.6666666666666,3226,53.766666666666666,1000000000,18.598884066955982,4
1114,9,3,12,92.83333333333333,371.3333333333333,2228,37.13333333333333,1000000000,26.929982046678635,3
979,6,3,9,108.77777777777777,326.3333333333333,1958,32.63333333333333,1000000000,30.643513789581206,3
1700,10,3,13,130.76923076923077,566.6666666666666,3400,56.666666666666664,1000000000,17.64705882352941,4
728,5,3,8,91,242.66666666666666,1456,24.266666666666666,1000000000,41.20879120879121,2
2974,6,10,16,185.875,297.4,5948,99.13333333333334,3333333333.333333,33.62474781439139,5
2564,14,3,17,150.8235294117647,854.6666666666666,5128,85.46666666666667,1000000000,11.700468018720748,4
1704,14,3,17,100.23529411764706,568,3408,56.8,1000000000,17.6056338028169,4
2239,6,3,9,248.77777777777777,746.3333333333334,4478,74.63333333333334,1000000000,13.398838767306833,4
878,7,3,10,87.8,292.6666666666667,1756,29.266666666666666,1000000000,34.16856492027335,2
2007,8,7,15,133.8,286.7142857142857,4014,66.9,2333333333.333333,34.87792725460886,4
725,6,3,9,80.55555555555556,241.66666666666666,1450,24.166666666666668,1000000000,41.37931034482759,2
2099,8,3,11,190.8181818181818,699.6666666666666,4198,69.96666666666667,1000000000,14.292520247737016,4
1619,8,4,12,134.91666666666666,404.75,3238,53.96666666666667,1333333333.3333333,24.706609017912292,4
1956,12,3,15,130.4,652,3912,65.2,1000000000,15.337423312883434,4
1566,6,7,13,120.46153846153847,223.71428571428572,3132,52.2,2333333333.333333,44.69987228607918,3
2725,16,3,19,143.42105263157896,908.3333333333334,5450,90.83333333333333,1000000000,11.009174311926605,5
2358,10,3,13,181.3846153846154,786,4716,78.6,1000000000,12.72264631043257,4
658,5,3,8,82.25,219.33333333333334,1316,21.933333333333334,1000000000,45.59270516717325,2
840,5,5,10,84,168,1680,28,1666666666.6666665,59.52380952380952,2
1576,11,3,14,112.57142857142857,525.3333333333334,3152,52.53333333333333,1000000000,19.03553299492386,3
1560,7,3,10,156,520,3120,52,1000000000,19.230769230769234,3
1119,8,3,11,101.72727272727273,373,2238,37.3,1000000000,26.809651474530835,3
1841,8,3,11,167.36363636363637,613.6666666666666,3682,61.36666666666667,1000000000,16.295491580662684,4
1233,5,4,9,137,308.25,2466,41.1,1333333333.3333333,32.441200324412,3
1760,6,4,10,176,440,3520,58.666666666666664,1333333333.3333333,22.727272727272727,4
1298,5,3,8,162.25,432.6666666666667,2596,43.266666666666666,1000000000,23.112480739599384,3
1213,5,4,9,134.77777777777777,303.25,2426,40.43333333333333,1333333333.3333333,32.97609233305853,3
1265,6,5,11,115,253,2530,42.166666666666664,1666666666.6666665,39.52569169960474,3
1408,8,6,14,100.57142857142857,234.66666666666666,2816,46.93333333333333,2000000000,42.61363636363637,3
4244,22,9,31,136.90322580645162,471.55555555555554,8488,141.46666666666667,3000000000,21.20640904806786,6
993,4,3,7,141.85714285714286,331,1986,33.1,1000000000,30.211480362537763,3
938,3,4,7,134,234.5,1876,31.266666666666666,1333333333.3333333,42.643923240938165,3
1709,4,4,8,213.625,427.25,3418,56.96666666666667,1333333333.3333333,23.40550029256875,4
1242,6,3,9,138,414,2484,41.4,1000000000,24.154589371980677,3
1561,11,3,14,111.5,520.3333333333334,3122,52.03333333333333,1000000000,19.218449711723256,3
1605,11,3,14,114.64285714285714,535,3210,53.5,1000000000,18.69158878504673,4
2655,14,3,17,156.1764705882353,885,5310,88.5,1000000000,11.299435028248588,5
1043,6,3,9,115.88888888888889,347.6666666666667,2086,34.766666666666666,1000000000,28.763183125599234,3
2149,19,8,27,79.5925925925926,268.625,4298,71.63333333333334,2666666666.6666665,37.22661703117729,4
2287,12,3,15,152.46666666666667,762.3333333333334,4574,76.23333333333333,1000000000,13.117621337997377,4
2490,14,3,17,146.47058823529412,830,4980,83,1000000000,12.048192771084336,4
1961,11,4,15,130.73333333333332,490.25,3922,65.36666666666666,1333333333.3333333,20.39775624681285,4
568,3,3,6,94.66666666666667,189.33333333333334,1136,18.933333333333334,1000000000,52.8169014084507,2
2708,9,8,17,159.2941176470588,338.5,5416,90.26666666666667,2666666666.6666665,29.542097488921712,5
1817,10,7,17,106.88235294117646,259.57142857142856,3634,60.56666666666667,2333333333.333333,38.52504127682994,4
2609,11,6,17,153.47058823529412,434.8333333333333,5218,86.96666666666667,2000000000,22.997316979685703,4
3960,20,3,23,172.17391304347825,1320,7920,132,1000000000,7.575757575757576,5
1362,4,3,7,194.57142857142858,454,2724,45.4,1000000000,22.026431718061673,3
662,6,3,9,73.55555555555556,220.66666666666666,1324,22.066666666666666,1000000000,45.31722054380665,2
1963,9,3,12,163.58333333333334,654.3333333333334,3926,65.43333333333334,1000000000,15.282730514518592,4
1309,10,4,14,93.5,327.25,2618,43.63333333333333,1333333333.3333333,30.557677616501145,3
1462,5,3,8,182.75,487.3333333333333,2924,48.733333333333334,1000000000,20.51983584131327,3
2362,10,3,13,181.69230769230768,787.3333333333334,4724,78.73333333333333,1000000000,12.701100762066046,4
618,4,3,7,88.28571428571429,206,1236,20.6,1000000000,48.543689320388346,2
1948,7,4,11,177.0909090909091,487,3896,64.93333333333334,1333333333.3333333,20.533880903490754,4
2030,10,3,13,156.15384615384616,676.6666666666666,4060,67.66666666666667,1000000000,14.778325123152708,4
668,4,3,7,95.42857142857143,222.66666666666666,1336,22.266666666666666,1000000000,44.91017964071857,2
793,6,3,9,88.11111111111111,264.3333333333333,1586,26.433333333333334,1000000000,37.83102143757881,2
1254,8,3,11,114,418,2508,41.8,1000000000,23.92344497607656,3
1453,5,4,9,161.44444444444446,363.25,2906,48.43333333333333,1333333333.3333333,27.529249827942188,3
939,8,4,12,78.25,234.75,1878,31.3,1333333333.3333333,42.598509052183175,3
986,8,3,11,89.63636363636364,328.6666666666667,1972,32.86666666666667,1000000000,30.425963488843813,3
3346,15,3,18,185.88888888888889,1115.3333333333333,6692,111.53333333333333,1000000000,8.965929468021518,5
3415,23,3,26,131.34615384615384,1138.3333333333333,6830,113.83333333333333,1000000000,8.784773060029282,5
1244,9,3,12,103.66666666666667,414.6666666666667,2488,41.46666666666667,1000000000,24.115755627009644,3
1348,6,3,9,149.77777777777777,449.3333333333333,2696,44.93333333333333,1000000000,22.25519287833828,3
1462,5,5,10,146.2,292.4,2924,48.733333333333334,1666666666.6666665,34.19972640218878,3
1851,11,3,14,132.21428571428572,617,3702,61.7,1000000000,16.207455429497568,4
720,6,3,9,80,240,1440,24,1000000000,41.666666666666664,2
1444,5,7,12,120.33333333333333,206.28571428571428,2888,48.13333333333333,2333333333.333333,48.476454293628805,3
1274,5,5,10,127.4,254.8,2548,42.46666666666667,1666666666.6666665,39.24646781789638,3
1426,9,3,12,118.83333333333333,475.3333333333333,2852,47.53333333333333,1000000000,21.03786816269285,3
2020,10,8,18,112.22222222222223,252.5,4040,67.33333333333333,2666666666.6666665,39.603960396039604,4
477,5,4,9,53,119.25,954,15.9,1333333333.3333333,83.85744234800838,1
3088,16,3,19,162.52631578947367,1029.3333333333333,6176,102.93333333333334,1000000000,9.715025906735752,5
969,9,3,12,80.75,323,1938,32.3,1000000000,30.959752321981426,3
1110,6,3,9,123.33333333333333,370,2220,37,1000000000,27.027027027027025,3
1620,9,4,13,124.61538461538461,405,3240,54,1333333333.3333333,24.691358024691358,4
1762,5,7,12,146.83333333333334,251.71428571428572,3524,58.733333333333334,2333333333.333333,39.72758229284903,4
2182,14,3,17,128.35294117647058,727.3333333333334,4364,72.73333333333333,1000000000,13.748854262144821,4
826,6,3,9,91.77777777777777,275.3333333333333,1652,27.533333333333335,1000000000,36.319612590799025,2
2012,11,3,14,143.71428571428572,670.6666666666666,4024,67.06666666666666,1000000000,14.910536779324056,4
2283,14,3,17,134.2941176470588,761,4566,76.1,1000000000,13.14060446780552,4
2078,12,3,15,138.53333333333333,692.6666666666666,4156,69.26666666666667,1000000000,14.436958614051973,4
1719,8,3,11,156.27272727272728,573,3438,57.3,1000000000,17.452006980802793,4
2007,12,3,15,133.8,669,4014,66.9,1000000000,14.947683109118085,4
1821,11,3,14,130.07142857142858,607,3642,60.7,1000000000,16.474464579901152,4
1359,9,3,12,113.25,453,2718,45.3,1000000000,22.075055187637968,3
1867,11,3,14,133.35714285714286,622.3333333333334,3734,62.233333333333334,1000000000,16.068559185859666,4
1551,6,5,11,141,310.2,3102,51.7,1666666666.6666665,32.237266279819465,3
1237,4,7,11,112.45454545454545,176.71428571428572,2474,41.233333333333334,2333333333.333333,56.588520614389644,3
3173,12,12,24,132.20833333333334,264.4166666666667,6346,105.76666666666667,4000000000,37.81909864481563,5
2580,9,3,12,215,860,5160,86,1000000000,11.627906976744185,4
1780,7,3,10,178,593.3333333333334,3560,59.333333333333336,1000000000,16.85393258426966,4
2025,6,3,9,225,675,4050,67.5,1000000000,14.814814814814815,4
1705,5,3,8,213.125,568.3333333333334,3410,56.833333333333336,1000000000,17.59530791788856,4
1954,12,3,15,130.26666666666668,651.3333333333334,3908,65.13333333333334,1000000000,15.353121801432955,4
1072,7,3,10,107.2,357.3333333333333,2144,35.733333333333334,1000000000,27.98507462686567,3
1252,6,4,10,125.2,313,2504,41.733333333333334,1333333333.3333333,31.948881789137378,3
980,3,3,6,163.33333333333334,326.6666666666667,1960,32.666666666666664,1000000000,30.612244897959187,3
901,8,3,11,81.9090909090909,300.3333333333333,1802,30.033333333333335,1000000000,33.296337402885676,2
1148,9,3,12,95.66666666666667,382.6666666666667,2296,38.266666666666666,1000000000,26.13240418118467,3
1298,9,3,12,108.16666666666667,432.6666666666667,2596,43.266666666666666,1000000000,23.112480739599384,3
2757,7,3,10,275.7,919,5514,91.9,1000000000,10.88139281828074,5
1601,8,3,11,145.54545454545453,533.6666666666666,3202,53.36666666666667,1000000000,18.73828856964397,4
2212,7,3,10,221.2,737.3333333333334,4424,73.73333333333333,1000000000,13.5623869801085,4
2235,7,3,10,223.5,745,4470,74.5,1000000000,13.422818791946309,4
721,5,6,11,65.54545454545455,120.16666666666667,1442,24.033333333333335,2000000000,83.21775312066573,2
820,4,3,7,117.14285714285714,273.3333333333333,1640,27.333333333333332,1000000000,36.58536585365854,2
1472,4,5,9,163.55555555555554,294.4,2944,49.06666666666667,1666666666.6666665,33.96739130434782,3
1589,12,4,16,99.3125,397.25,3178,52.96666666666667,1333333333.3333333,25.173064820641912,4
1281,10,3,13,98.53846153846153,427,2562,42.7,1000000000,23.4192037470726,3
2494,13,3,16,155.875,831.3333333333334,4988,83.13333333333334,1000000000,12.028869286287089,4
3226,21,3,24,134.41666666666666,1075.3333333333333,6452,107.53333333333333,1000000000,9.299442033477991,5
1595,7,5,12,132.91666666666666,319,3190,53.166666666666664,1666666666.6666665,31.34796238244514,4
1987,7,3,10,198.7,662.3333333333334,3974,66.23333333333333,1000000000,15.098137896326119,4
1685,10,9,19,88.6842105263158,187.22222222222223,3370,56.166666666666664,3000000000,53.41246290801187,4
1809,7,6,13,139.15384615384616,301.5,3618,60.3,2000000000,33.16749585406302,4
2971,17,3,20,148.55,990.3333333333334,5942,99.03333333333333,1000000000,10.097610232245035,5
