final_kills,secondary_uniques,staff_pieces,total_drops,drop_rate,staff_drop_rate,kill_time_mins,total_log_hours,staff_gp,staff_gp_per_hour
470,9,3,12,39.166666666666664,156.66666666666666,2350,39.166666666666664,3000000000,76.59574468085107
828,16,3,19,43.578947368421055,276,4140,69,3000000000,43.47826086956522
1135,24,7,31,36.61290322580645,162.14285714285714,5675,94.58333333333333,7000000000,74.00881057268722
717,11,5,16,44.8125,143.4,3585,59.75,5000000000,83.68200836820084
472,5,5,10,47.2,94.4,2360,39.333333333333336,5000000000,127.11864406779661
1109,10,10,20,55.45,110.9,5545,92.41666666666667,10000000000,108.20559062218214
631,17,6,23,27.434782608695652,105.16666666666667,3155,52.583333333333336,6000000000,114.10459587955626
1281,17,5,22,58.22727272727273,256.2,6405,106.75,5000000000,46.8384074941452
818,11,6,17,48.11764705882353,136.33333333333334,4090,68.16666666666667,6000000000,88.01955990220048
489,5,4,9,54.333333333333336,122.25,2445,40.75,4000000000,98.15950920245399
1061,17,4,21,50.523809523809526,265.25,5305,88.41666666666667,4000000000,45.24033930254477
1162,14,3,17,68.3529411764706,387.3333333333333,5810,96.83333333333333,3000000000,30.98106712564544
651,10,3,13,50.07692307692308,217,3255,54.25,3000000000,55.29953917050691
548,5,5,10,54.8,109.6,2740,45.666666666666664,5000000000,109.48905109489051
543,3,4,7,77.57142857142857,135.75,2715,45.25,4000000000,88.39779005524862
1293,14,12,26,49.73076923076923,107.75,6465,107.75,12000000000,111.36890951276102
877,15,7,22,39.86363636363637,125.28571428571429,4385,73.08333333333333,7000000000,95.78107183580389
616,11,4,15,41.06666666666667,154,3080,51.333333333333336,4000000000,77.92207792207792
570,11,3,14,40.714285714285715,190,2850,47.5,3000000000,63.1578947368421
421,8,3,11,38.27272727272727,140.33333333333334,2105,35.083333333333336,3000000000,85.5106888361045
460,8,4,12,38.333333333333336,115,2300,38.333333333333336,4000000000,104.34782608695652
949,16,6,22,43.13636363636363,158.16666666666666,4745,79.08333333333333,6000000000,75.86933614330874
460,6,4,10,46,115,2300,38.333333333333336,4000000000,104.34782608695652
324,7,3,10,32.4,108,1620,27,3000000000,111.1111111111111
493,4,4,8,61.625,123.25,2465,41.083333333333336,4000000000,97.3630831643002
664,9,5,14,47.42857142857143,132.8,3320,55.333333333333336,5000000000,90.36144578313252
331,9,3,12,27.583333333333332,110.33333333333333,1655,27.583333333333332,3000000000,108.76132930513594
330,5,3,8,41.25,110,1650,27.5,3000000000,109.0909090909091
616,9,3,12,51.333333333333336,205.33333333333334,3080,51.333333333333336,3000000000,58.441558441558435
738,11,7,18,41,105.42857142857143,3690,61.5,7000000000,113.82113821138212
643,15,3,18,35.72222222222222,214.33333333333334,3215,53.583333333333336,3000000000,55.987558320373246
370,3,4,7,52.857142857142854,92.5,1850,30.833333333333332,4000000000,129.72972972972974
766,9,6,15,51.06666666666667,127.66666666666667,3830,63.833333333333336,6000000000,93.99477806788512
461,6,7,13,35.46153846153846,65.85714285714286,2305,38.416666666666664,7000000000,182.2125813449024
633,9,3,12,52.75,211,3165,52.75,3000000000,56.87203791469194
487,6,4,10,48.7,121.75,2435,40.583333333333336,4000000000,98.56262833675565
1022,15,3,18,56.77777777777778,340.6666666666667,5110,85.16666666666667,3000000000,35.22504892367906
1288,17,13,30,42.93333333333333,99.07692307692308,6440,107.33333333333333,13000000000,121.11801242236025
399,9,3,12,33.25,133,1995,33.25,3000000000,90.22556390977444
800,13,9,22,36.36363636363637,88.88888888888889,4000,66.66666666666667,9000000000,135
364,7,3,10,36.4,121.33333333333333,1820,30.333333333333332,3000000000,98.9010989010989
299,6,3,9,33.22222222222222,99.66666666666667,1495,24.916666666666668,3000000000,120.40133779264214
583,16,3,19,30.68421052631579,194.33333333333334,2915,48.583333333333336,3000000000,61.74957118353345
1012,20,3,23,44,337.3333333333333,5060,84.33333333333333,3000000000,35.57312252964427
584,4,3,7,83.42857142857143,194.66666666666666,2920,48.666666666666664,3000000000,61.64383561643836
379,3,3,6,63.166666666666664,126.33333333333333,1895,31.583333333333332,3000000000,94.9868073878628
686,9,3,12,57.166666666666664,228.66666666666666,3430,57.166666666666664,3000000000,52.478134110787174
707,8,4,12,58.916666666666664,176.75,3535,58.916666666666664,4000000000,67.89250353606789
636,8,6,14,45.42857142857143,106,3180,53,6000000000,113.20754716981132
309,4,3,7,44.142857142857146,103,1545,25.75,3000000000,116.50485436893204
365,7,3,10,36.5,121.66666666666667,1825,30.416666666666668,3000000000,98.63013698630137
791,9,4,13,60.84615384615385,197.75,3955,65.91666666666667,4000000000,60.6826801517067
1739,35,3,38,45.76315789473684,579.6666666666666,8695,144.91666666666666,3000000000,20.701552616446236
1122,20,10,30,37.4,112.2,5610,93.5,10000000000,106.951871657754
587,5,10,15,39.13333333333333,58.7,2935,48.916666666666664,10000000000,204.42930153321979
476,8,3,11,43.27272727272727,158.66666666666666,2380,39.666666666666664,3000000000,75.63025210084035
621,10,3,13,47.76923076923077,207,3105,51.75,3000000000,57.971014492753625
909,15,7,22,41.31818181818182,129.85714285714286,4545,75.75,7000000000,92.40924092409242
424,3,5,8,53,84.8,2120,35.333333333333336,5000000000,141.50943396226415
468,6,4,10,46.8,117,2340,39,4000000000,102.56410256410255
584,9,3,12,48.666666666666664,194.66666666666666,2920,48.666666666666664,3000000000,61.64383561643836
1056,19,8,27,39.111111111111114,132,5280,88,8000000000,90.9090909090909
581,9,3,12,48.416666666666664,193.66666666666666,2905,48.416666666666664,3000000000,61.96213425129088
461,13,3,16,28.8125,153.66666666666666,2305,38.416666666666664,3000000000,78.09110629067246
642,12,3,15,42.8,214,3210,53.5,3000000000,56.074766355140184
336,6,3,9,37.333333333333336,112,1680,28,3000000000,107.14285714285715
568,7,3,10,56.8,189.33333333333334,2840,47.333333333333336,3000000000,63.38028169014084
1093,17,3,20,54.65,364.3333333333333,5465,91.08333333333333,3000000000,32.93687099725526
349,4,4,8,43.625,87.25,1745,29.083333333333332,4000000000,137.53581661891118
935,8,4,12,77.91666666666667,233.75,4675,77.91666666666667,4000000000,51.33689839572192
496,8,3,11,45.09090909090909,165.33333333333334,2480,41.333333333333336,3000000000,72.58064516129032
601,10,3,13,46.23076923076923,200.33333333333334,3005,50.083333333333336,3000000000,59.90016638935108
896,13,6,19,47.1578947368421,149.33333333333334,4480,74.66666666666667,6000000000,80.35714285714285
525,10,3,13,40.38461538461539,175,2625,43.75,3000000000,68.57142857142857
667,10,3,13,51.30769230769231,222.33333333333334,3335,55.583333333333336,3000000000,53.973013493253376
436,7,3,10,43.6,145.33333333333334,2180,36.333333333333336,3000000000,82.56880733944953
536,11,6,17,31.529411764705884,89.33333333333333,2680,44.666666666666664,6000000000,134.32835820895522
439,10,3,13,33.76923076923077,146.33333333333334,2195,36.583333333333336,3000000000,82.00455580865604
910,9,5,14,65,182,4550,75.83333333333333,5000000000,65.93406593406594
286,7,3,10,28.6,95.33333333333333,1430,23.833333333333332,3000000000,125.87412587412588
258,5,5,10,25.8,51.6,1290,21.5,5000000000,232.5581395348837
678,12,3,15,45.2,226,3390,56.5,3000000000,53.097345132743364
1889,32,14,46,41.06521739130435,134.92857142857142,9445,157.41666666666666,14000000000,88.93594494441503
1085,15,3,18,60.27777777777778,361.6666666666667,5425,90.41666666666667,3000000000,33.17972350230414
876,11,3,14,62.57142857142857,292,4380,73,3000000000,41.0958904109589
564,4,4,8,70.5,141,2820,47,4000000000,85.1063829787234
879,18,3,21,41.857142857142854,293,4395,73.25,3000000000,40.955631399317404
622,8,3,11,56.54545454545455,207.33333333333334,3110,51.833333333333336,3000000000,57.877813504823145
419,7,3,10,41.9,139.66666666666666,2095,34.916666666666664,3000000000,85.91885441527447
178,4,3,7,25.428571428571427,59.333333333333336,890,14.833333333333334,3000000000,202.24719101123594
431,4,3,7,61.57142857142857,143.66666666666666,2155,35.916666666666664,3000000000,83.52668213457078
421,7,3,10,42.1,140.33333333333334,2105,35.083333333333336,3000000000,85.5106888361045
875,14,7,21,41.666666666666664,125,4375,72.91666666666667,7000000000,96
412,9,3,12,34.333333333333336,137.33333333333334,2060,34.333333333333336,3000000000,87.37864077669902
301,5,4,9,33.44444444444444,75.25,1505,25.083333333333332,4000000000,159.468438538206
605,6,4,10,60.5,151.25,3025,50.416666666666664,4000000000,79.33884297520662
1117,26,14,40,27.925,79.78571428571429,5585,93.08333333333333,14000000000,150.40286481647271
421,4,3,7,60.142857142857146,140.33333333333334,2105,35.083333333333336,3000000000,85.5106888361045
365,5,3,8,45.625,121.66666666666667,1825,30.416666666666668,3000000000,98.63013698630137
942,24,4,28,33.642857142857146,235.5,4710,78.5,4000000000,50.955414012738856
685,4,3,7,97.85714285714286,228.33333333333334,3425,57.083333333333336,3000000000,52.55474452554744
584,7,6,13,44.92307692307692,97.33333333333333,2920,48.666666666666664,6000000000,123.28767123287672
178,3,3,6,29.666666666666668,59.333333333333336,890,14.833333333333334,3000000000,202.24719101123594
259,6,3,9,28.77777777777778,86.33333333333333,1295,21.583333333333332,3000000000,138.996138996139
620,4,9,13,47.69230769230769,68.88888888888889,3100,51.666666666666664,9000000000,174.1935483870968
361,5,5,10,36.1,72.2,1805,30.083333333333332,5000000000,166.2049861495845
366,7,3,10,36.6,122,1830,30.5,3000000000,98.36065573770492
550,4,3,7,78.57142857142857,183.33333333333334,2750,45.833333333333336,3000000000,65.45454545454545
534,10,7,17,31.41176470588235,76.28571428571429,2670,44.5,7000000000,157.30337078651684
569,7,4,11,51.72727272727273,142.25,2845,47.416666666666664,4000000000,84.3585237258348
972,14,7,21,46.285714285714285,138.85714285714286,4860,81,7000000000,86.41975308641975
687,10,3,13,52.84615384615385,229,3435,57.25,3000000000,52.40174672489083
627,11,3,14,44.785714285714285,209,3135,52.25,3000000000,57.41626794258373
679,13,3,16,42.4375,226.33333333333334,3395,56.583333333333336,3000000000,53.01914580265096
763,15,6,21,36.333333333333336,127.16666666666667,3815,63.583333333333336,6000000000,94.36435124508517
439,7,3,10,43.9,146.33333333333334,2195,36.583333333333336,3000000000,82.00455580865604
632,13,3,16,39.5,210.66666666666666,3160,52.666666666666664,3000000000,56.9620253164557
658,17,3,20,32.9,219.33333333333334,3290,54.833333333333336,3000000000,54.7112462006079
516,5,3,8,64.5,172,2580,43,3000000000,69.76744186046511
449,11,4,15,29.933333333333334,112.25,2245,37.416666666666664,4000000000,106.9042316258352
672,5,5,10,67.2,134.4,3360,56,5000000000,89.28571428571428
536,8,3,11,48.72727272727273,178.66666666666666,2680,44.666666666666664,3000000000,67.16417910447761
739,5,6,11,67.18181818181819,123.16666666666667,3695,61.583333333333336,6000000000,97.42895805142084
466,5,3,8,58.25,155.33333333333334,2330,38.833333333333336,3000000000,77.25321888412017
734,15,3,18,40.77777777777778,244.66666666666666,3670,61.166666666666664,3000000000,49.04632152588556
641,5,4,9,71.22222222222223,160.25,3205,53.416666666666664,4000000000,74.88299531981279
409,6,3,9,45.44444444444444,136.33333333333334,2045,34.083333333333336,3000000000,88.01955990220048
1065,18,7,25,42.6,152.14285714285714,5325,88.75,7000000000,78.87323943661971
699,11,5,16,43.6875,139.8,3495,58.25,5000000000,85.83690987124464
821,8,7,15,54.733333333333334,117.28571428571429,4105,68.41666666666667,7000000000,102.3142509135201
401,5,6,11,36.45454545454545,66.83333333333333,2005,33.416666666666664,6000000000,179.55112219451374
368,6,3,9,40.888888888888886,122.66666666666667,1840,30.666666666666668,3000000000,97.82608695652173
953,19,3,22,43.31818181818182,317.6666666666667,4765,79.41666666666667,3000000000,37.775445960125914
660,12,4,16,41.25,165,3300,55,4000000000,72.72727272727273
432,5,5,10,43.2,86.4,2160,36,5000000000,138.88888888888889
603,13,4,17,35.470588235294116,150.75,3015,50.25,4000000000,79.60199004975124
1746,18,9,27,64.66666666666667,194,8730,145.5,9000000000,61.855670103092784
267,6,3,9,29.666666666666668,89,1335,22.25,3000000000,134.83146067415728
979,18,8,26,37.65384615384615,122.375,4895,81.58333333333333,8000000000,98.05924412665985
617,12,6,18,34.27777777777778,102.83333333333333,3085,51.416666666666664,6000000000,116.69367909238251
506,16,3,19,26.63157894736842,168.66666666666666,2530,42.166666666666664,3000000000,71.14624505928855
506,8,5,13,38.92307692307692,101.2,2530,42.166666666666664,5000000000,118.57707509881423
559,10,3,13,43,186.33333333333334,2795,46.583333333333336,3000000000,64.40071556350627
256,8,3,11,23.272727272727273,85.33333333333333,1280,21.333333333333332,3000000000,140.625
498,6,3,9,55.333333333333336,166,2490,41.5,3000000000,72.28915662650603
521,12,5,17,30.647058823529413,104.2,2605,43.416666666666664,5000000000,115.16314779270634
437,13,3,16,27.3125,145.66666666666666,2185,36.416666666666664,3000000000,82.37986270022884
1169,27,3,30,38.96666666666667,389.6666666666667,5845,97.41666666666667,3000000000,30.795551753635586
1003,10,7,17,59,143.28571428571428,5015,83.58333333333333,7000000000,83.74875373878366
1066,23,3,26,41,355.3333333333333,5330,88.83333333333333,3000000000,33.77110694183865
515,13,4,17,30.294117647058822,128.75,2575,42.916666666666664,4000000000,93.20388349514563
603,6,3,9,67,201,3015,50.25,3000000000,59.701492537313435
419,4,4,8,52.375,104.75,2095,34.916666666666664,4000000000,114.55847255369929
1105,17,3,20,55.25,368.3333333333333,5525,92.08333333333333,3000000000,32.579185520361996
586,9,3,12,48.833333333333336,195.33333333333334,2930,48.833333333333336,3000000000,61.4334470989761
327,4,3,7,46.714285714285715,109,1635,27.25,3000000000,110.09174311926604
364,8,3,11,33.09090909090909,121.33333333333333,1820,30.333333333333332,3000000000,98.9010989010989
781,21,5,26,30.03846153846154,156.2,3905,65.08333333333333,5000000000,76.8245838668374
340,3,3,6,56.666666666666664,113.33333333333333,1700,28.333333333333332,3000000000,105.88235294117648
557,9,5,14,39.785714285714285,111.4,2785,46.416666666666664,5000000000,107.71992818671454
485,10,4,14,34.642857142857146,121.25,2425,40.416666666666664,4000000000,98.96907216494846
727,12,3,15,48.46666666666667,242.33333333333334,3635,60.583333333333336,3000000000,49.51856946354883
1309,19,3,22,59.5,436.3333333333333,6545,109.08333333333333,3000000000,27.501909854851032
530,11,3,14,37.857142857142854,176.66666666666666,2650,44.166666666666664,3000000000,67.9245283018868
1012,17,3,20,50.6,337.3333333333333,5060,84.33333333333333,3000000000,35.57312252964427
309,9,3,12,25.75,103,1545,25.75,3000000000,116.50485436893204
463,4,3,7,66.14285714285714,154.33333333333334,2315,38.583333333333336,3000000000,77.7537796976242
303,5,3,8,37.875,101,1515,25.25,3000000000,118.81188118811882
542,9,4,13,41.69230769230769,135.5,2710,45.166666666666664,4000000000,88.5608856088561
390,7,4,11,35.45454545454545,97.5,1950,32.5,4000000000,123.07692307692307
824,14,3,17,48.470588235294116,274.6666666666667,4120,68.66666666666667,3000000000,43.68932038834951
764,8,3,11,69.45454545454545,254.66666666666666,3820,63.666666666666664,3000000000,47.12041884816754
387,7,3,10,38.7,129,1935,32.25,3000000000,93.02325581395348
236,4,4,8,29.5,59,1180,19.666666666666668,4000000000,203.38983050847455
451,6,3,9,50.111111111111114,150.33333333333334,2255,37.583333333333336,3000000000,79.82261640798227
654,13,7,20,32.7,93.42857142857143,3270,54.5,7000000000,128.44036697247705
368,7,3,10,36.8,122.66666666666667,1840,30.666666666666668,3000000000,97.82608695652173
702,17,3,20,35.1,234,3510,58.5,3000000000,51.28205128205128
695,13,4,17,40.88235294117647,173.75,3475,57.916666666666664,4000000000,69.06474820143886
748,9,4,13,57.53846153846154,187,3740,62.333333333333336,4000000000,64.171122994652407
511,8,5,13,39.30769230769231,102.2,2555,42.583333333333336,5000000000,117.41682974559686
578,8,7,15,38.53333333333333,82.57142857142857,2890,48.166666666666664,7000000000,145.32871972318338
596,3,3,6,99.33333333333333,198.66666666666666,2980,49.666666666666664,3000000000,60.4026845637584
774,15,8,23,33.65217391304348,96.75,3870,64.5,8000000000,124.03100775193799
692,14,3,17,40.705882352941174,230.66666666666666,3460,57.666666666666664,3000000000,52.02312138728323
1339,12,8,20,66.95,167.375,6695,111.58333333333333,8000000000,71.69529499626587
804,9,3,12,67,268,4020,67,3000000000,44.776119402985074
847,13,3,16,52.9375,282.3333333333333,4235,70.58333333333333,3000000000,42.502951593860686
355,11,3,14,25.357142857142858,118.33333333333333,1775,29.583333333333332,3000000000,101.40845070422536
396,6,3,9,44,132,1980,33,3000000000,90.9090909090909
612,12,3,15,40.8,204,3060,51,3000000000,58.8235294117647
502,4,3,7,71.71428571428571,167.33333333333334,2510,41.833333333333336,3000000000,71.71314741035856
781,13,4,17,45.94117647058823,195.25,3905,65.08333333333333,4000000000,61.45966709346992
396,4,6,10,39.6,66,1980,33,6000000000,181.8181818181818
805,9,3,12,67.08333333333333,268.3333333333333,4025,67.08333333333333,3000000000,44.72049689440994
636,5,3,8,79.5,212,3180,53,3000000000,56.60377358490566
547,6,3,9,60.77777777777778,182.33333333333334,2735,45.583333333333336,3000000000,65.81352833638024
643,11,3,14,45.92857142857143,214.33333333333334,3215,53.583333333333336,3000000000,55.987558320373246
425,10,5,15,28.333333333333332,85,2125,35.416666666666664,5000000000,141.17647058823528
337,6,3,9,37.44444444444444,112.33333333333333,1685,28.083333333333332,3000000000,106.82492581602374
314,7,5,12,26.166666666666668,62.8,1570,26.166666666666668,5000000000,191.08280254777068
903,11,5,16,56.4375,180.6,4515,75.25,5000000000,66.44518272425249
702,9,8,17,41.294117647058826,87.75,3510,58.5,8000000000,136.75213675213678
473,5,3,8,59.125,157.66666666666666,2365,39.416666666666664,3000000000,76.10993657505286
759,17,3,20,37.95,253,3795,63.25,3000000000,47.430830039525695
256,8,3,11,23.272727272727273,85.33333333333333,1280,21.333333333333332,3000000000,140.625
554,7,5,12,46.166666666666664,110.8,2770,46.166666666666664,5000000000,108.30324909747294
482,12,5,17,28.352941176470587,96.4,2410,40.166666666666664,5000000000,124.48132780082989
473,13,3,16,29.5625,157.66666666666666,2365,39.416666666666664,3000000000,76.10993657505286
476,8,3,11,43.27272727272727,158.66666666666666,2380,39.666666666666664,3000000000,75.63025210084035
1028,23,3,26,39.53846153846154,342.6666666666667,5140,85.66666666666667,3000000000,35.01945525291829
543,5,3,8,67.875,181,2715,45.25,3000000000,66.29834254143647
933,7,5,12,77.75,186.6,4665,77.75,5000000000,64.30868167202573
404,4,3,7,57.714285714285715,134.66666666666666,2020,33.666666666666664,3000000000,89.10891089108911
415,9,3,12,34.583333333333336,138.33333333333334,2075,34.583333333333336,3000000000,86.74698795180721
676,13,3,16,42.25,225.33333333333334,3380,56.333333333333336,3000000000,53.25443786982248
355,4,3,7,50.714285714285715,118.33333333333333,1775,29.583333333333332,3000000000,101.40845070422536
199,7,3,10,19.9,66.33333333333333,995,16.583333333333332,3000000000,180.90452261306532
753,11,3,14,53.785714285714285,251,3765,62.75,3000000000,47.808764940239044
380,4,3,7,54.285714285714285,126.66666666666667,1900,31.666666666666668,3000000000,94.73684210526316
574,7,3,10,57.4,191.33333333333334,2870,47.833333333333336,3000000000,62.7177700348432
496,16,3,19,26.105263157894736,165.33333333333334,2480,41.333333333333336,3000000000,72.58064516129032
442,4,4,8,55.25,110.5,2210,36.833333333333336,4000000000,108.5972850678733
1026,23,3,26,39.46153846153846,342,5130,85.5,3000000000,35.08771929824562
720,3,5,8,90,144,3600,60,5000000000,83.33333333333333
517,6,3,9,57.44444444444444,172.33333333333334,2585,43.083333333333336,3000000000,69.63249516441006
175,3,3,6,29.166666666666668,58.333333333333336,875,14.583333333333334,3000000000,205.7142857142857
679,12,3,15,45.266666666666666,226.33333333333334,3395,56.583333333333336,3000000000,53.01914580265096
228,5,3,8,28.5,76,1140,19,3000000000,157.89473684210526
1095,19,5,24,45.625,219,5475,91.25,5000000000,54.79452054794521
1045,23,3,26,40.19230769230769,348.3333333333333,5225,87.08333333333333,3000000000,34.44976076555024
403,9,3,12,33.583333333333336,134.33333333333334,2015,33.583333333333336,3000000000,89.33002481389578
775,9,7,16,48.4375,110.71428571428571,3875,64.58333333333333,7000000000,108.38709677419355
1083,18,5,23,47.08695652173913,216.6,5415,90.25,5000000000,55.4016620498615
943,11,7,18,52.388888888888886,134.71428571428572,4715,78.58333333333333,7000000000,89.07741251325557
895,9,3,12,74.58333333333333,298.3333333333333,4475,74.58333333333333,3000000000,40.22346368715084
434,6,3,9,48.22222222222222,144.66666666666666,2170,36.166666666666664,3000000000,82.94930875576037
372,5,5,10,37.2,74.4,1860,31,5000000000,161.29032258064518
691,7,3,10,69.1,230.33333333333334,3455,57.583333333333336,3000000000,52.098408104196814
520,7,3,10,52,173.33333333333334,2600,43.333333333333336,3000000000,69.23076923076923
504,7,3,10,50.4,168,2520,42,3000000000,71.42857142857143
783,13,3,16,48.9375,261,3915,65.25,3000000000,45.97701149425288
393,6,3,9,43.666666666666664,131,1965,32.75,3000000000,91.6030534351145
904,14,6,20,45.2,150.66666666666666,4520,75.33333333333333,6000000000,79.64601769911505
282,5,4,9,31.333333333333332,70.5,1410,23.5,4000000000,170.2127659574468
668,14,3,17,39.294117647058826,222.66666666666666,3340,55.666666666666664,3000000000,53.89221556886228
795,12,3,15,53,265,3975,66.25,3000000000,45.283018867924525
425,10,3,13,32.69230769230769,141.66666666666666,2125,35.416666666666664,3000000000,84.70588235294119
1425,27,7,34,41.911764705882355,203.57142857142858,7125,118.75,7000000000,58.94736842105264
839,14,3,17,49.35294117647059,279.6666666666667,4195,69.91666666666667,3000000000,42.908224076281286
602,10,3,13,46.30769230769231,200.66666666666666,3010,50.166666666666664,3000000000,59.800664451827245
960,13,3,16,60,320,4800,80,3000000000,37.5
550,11,3,14,39.285714285714285,183.33333333333334,2750,45.833333333333336,3000000000,65.45454545454545
665,9,3,12,55.416666666666664,221.66666666666666,3325,55.416666666666664,3000000000,54.13533834586466
246,4,3,7,35.142857142857146,82,1230,20.5,3000000000,146.34146341463415
367,6,3,9,40.77777777777778,122.33333333333333,1835,30.583333333333332,3000000000,98.09264305177112
377,8,4,12,31.416666666666668,94.25,1885,31.416666666666668,4000000000,127.3209549071618
740,12,3,15,49.333333333333336,246.66666666666666,3700,61.666666666666664,3000000000,48.64864864864865
276,5,4,9,30.666666666666668,69,1380,23,4000000000,173.91304347826087
1127,10,3,13,86.6923076923077,375.6666666666667,5635,93.91666666666667,3000000000,31.943212067435667
784,14,3,17,46.11764705882353,261.3333333333333,3920,65.33333333333333,3000000000,45.91836734693878
731,11,3,14,52.214285714285715,243.66666666666666,3655,60.916666666666664,3000000000,49.24760601915185
589,13,3,16,36.8125,196.33333333333334,2945,49.083333333333336,3000000000,61.120543293718164
590,8,7,15,39.333333333333336,84.28571428571429,2950,49.166666666666664,7000000000,142.3728813559322
1260,27,3,30,42,420,6300,105,3000000000,28.57142857142857
166,4,3,7,23.714285714285715,55.333333333333336,830,13.833333333333334,3000000000,216.86746987951807
766,14,3,17,45.05882352941177,255.33333333333334,3830,63.833333333333336,3000000000,46.99738903394256
775,17,3,20,38.75,258.3333333333333,3875,64.58333333333333,3000000000,46.45161290322581
279,6,5,11,25.363636363636363,55.8,1395,23.25,5000000000,215.05376344086022
271,5,3,8,33.875,90.33333333333333,1355,22.583333333333332,3000000000,132.84132841328415
712,9,5,14,50.857142857142854,142.4,3560,59.333333333333336,5000000000,84.26966292134831
1027,15,3,18,57.05555555555556,342.3333333333333,5135,85.58333333333333,3000000000,35.05355404089581
429,7,5,12,35.75,85.8,2145,35.75,5000000000,139.86013986013984
967,15,3,18,53.72222222222222,322.3333333333333,4835,80.58333333333333,3000000000,37.22854188210962
363,5,3,8,45.375,121,1815,30.25,3000000000,99.17355371900827
408,6,4,10,40.8,102,2040,34,4000000000,117.6470588235294
528,11,3,14,37.714285714285715,176,2640,44,3000000000,68.18181818181819
648,8,3,11,58.90909090909091,216,3240,54,3000000000,55.55555555555555
407,7,3,10,40.7,135.66666666666666,2035,33.916666666666664,3000000000,88.45208845208846
302,6,3,9,33.55555555555556,100.66666666666667,1510,25.166666666666668,3000000000,119.20529801324503
534,9,4,13,41.07692307692308,133.5,2670,44.5,4000000000,89.8876404494382
721,6,6,12,60.083333333333336,120.16666666666667,3605,60.083333333333336,6000000000,99.86130374479889
422,4,3,7,60.285714285714285,140.66666666666666,2110,35.166666666666664,3000000000,85.30805687203792
459,7,3,10,45.9,153,2295,38.25,3000000000,78.4313725490196
1088,12,8,20,54.4,136,5440,90.66666666666667,8000000000,88.23529411764706
593,9,7,16,37.0625,84.71428571428571,2965,49.416666666666664,7000000000,141.65261382799326
669,10,3,13,51.46153846153846,223,3345,55.75,3000000000,53.81165919282511
418,3,4,7,59.714285714285715,104.5,2090,34.833333333333336,4000000000,114.83253588516745
369,4,3,7,52.714285714285715,123,1845,30.75,3000000000,97.5609756097561
463,6,3,9,51.44444444444444,154.33333333333334,2315,38.583333333333336,3000000000,77.7537796976242
522,5,3,8,65.25,174,2610,43.5,3000000000,68.9655172413793
721,12,3,15,48.06666666666667,240.33333333333334,3605,60.083333333333336,3000000000,49.930651872399444
704,8,3,11,64,234.66666666666666,3520,58.666666666666664,3000000000,51.13636363636364
457,9,3,12,38.083333333333336,152.33333333333334,2285,38.083333333333336,3000000000,78.77461706783369
539,9,3,12,44.916666666666664,179.66666666666666,2695,44.916666666666664,3000000000,66.79035250463822
1335,16,10,26,51.34615384615385,133.5,6675,111.25,10000000000,89.8876404494382
583,6,3,9,64.77777777777777,194.33333333333334,2915,48.583333333333336,3000000000,61.74957118353345
406,4,3,7,58,135.33333333333334,2030,33.833333333333336,3000000000,88.66995073891624
347,4,4,8,43.375,86.75,1735,28.916666666666668,4000000000,138.32853025936598
932,10,3,13,71.6923076923077,310.6666666666667,4660,77.66666666666667,3000000000,38.62660944206009
535,10,4,14,38.214285714285715,133.75,2675,44.583333333333336,4000000000,89.7196261682243
818,13,8,21,38.95238095238095,102.25,4090,68.16666666666667,8000000000,117.35941320293398
349,5,3,8,43.625,116.33333333333333,1745,29.083333333333332,3000000000,103.1518624641834
1045,19,5,24,43.541666666666664,209,5225,87.08333333333333,5000000000,57.41626794258373
442,6,4,10,44.2,110.5,2210,36.833333333333336,4000000000,108.5972850678733
654,12,3,15,43.6,218,3270,54.5,3000000000,55.04587155963302
775,7,3,10,77.5,258.3333333333333,3875,64.58333333333333,3000000000,46.45161290322581
767,8,4,12,63.916666666666664,191.75,3835,63.916666666666664,4000000000,62.58148631029987
410,7,4,11,37.27272727272727,102.5,2050,34.166666666666664,4000000000,117.07317073170732
415,7,4,11,37.72727272727273,103.75,2075,34.583333333333336,4000000000,115.66265060240963
574,4,3,7,82,191.33333333333334,2870,47.833333333333336,3000000000,62.7177700348432
468,8,3,11,42.54545454545455,156,2340,39,3000000000,76.92307692307693
401,7,3,10,40.1,133.66666666666666,2005,33.416666666666664,3000000000,89.77556109725687
396,12,3,15,26.4,132,1980,33,3000000000,90.9090909090909
868,14,3,17,51.05882352941177,289.3333333333333,4340,72.33333333333333,3000000000,41.474654377880185
221,4,3,7,31.571428571428573,73.66666666666667,1105,18.416666666666668,3000000000,162.89592760180994
581,5,3,8,72.625,193.66666666666666,2905,48.416666666666664,3000000000,61.96213425129088
628,9,8,17,36.94117647058823,78.5,3140,52.333333333333336,8000000000,152.86624203821657
570,7,3,10,57,190,2850,47.5,3000000000,63.1578947368421
800,14,4,18,44.44444444444444,200,4000,66.66666666666667,4000000000,59.99999999999999
340,11,3,14,24.285714285714285,113.33333333333333,1700,28.333333333333332,3000000000,105.88235294117648
416,5,5,10,41.6,83.2,2080,34.666666666666664,5000000000,144.23076923076925
673,14,3,17,39.588235294117645,224.33333333333334,3365,56.083333333333336,3000000000,53.49182763744428
825,13,3,16,51.5625,275,4125,68.75,3000000000,43.63636363636363
413,4,3,7,59,137.66666666666666,2065,34.416666666666664,3000000000,87.16707021791768
