final_kills,secondary_uniques,staff_pieces,total_drops,drop_rate,staff_drop_rate,kill_time_mins,total_log_hours,staff_gp,staff_gp_per_hour
828,11,5,16,51.75,165.6,4140,69,5000000000,72.46376811594203
653,4,3,7,93.28571428571429,217.66666666666666,3265,54.416666666666664,3000000000,55.1301684532925
1030,25,3,28,36.785714285714285,343.3333333333333,5150,85.83333333333333,3000000000,34.95145631067962
821,12,3,15,54.733333333333334,273.6666666666667,4105,68.41666666666667,3000000000,43.848964677222895
267,6,3,9,29.666666666666668,89,1335,22.25,3000000000,134.83146067415728
548,9,3,12,45.666666666666664,182.66666666666666,2740,45.666666666666664,3000000000,65.69343065693431
253,4,3,7,36.142857142857146,84.33333333333333,1265,21.083333333333332,3000000000,142.2924901185771
681,7,3,10,68.1,227,3405,56.75,3000000000,52.86343612334802
495,7,5,12,41.25,99,2475,41.25,5000000000,121.21212121212122
336,5,3,8,42,112,1680,28,3000000000,107.14285714285715
333,6,5,11,30.272727272727273,66.6,1665,27.75,5000000000,180.1801801801802
304,5,3,8,38,101.33333333333333,1520,25.333333333333332,3000000000,118.42105263157895
564,8,3,11,51.27272727272727,188,2820,47,3000000000,63.829787234042556
435,9,3,12,36.25,145,2175,36.25,3000000000,82.75862068965517
737,9,3,12,61.416666666666664,245.66666666666666,3685,61.416666666666664,3000000000,48.846675712347356
556,6,3,9,61.77777777777778,185.33333333333334,2780,46.333333333333336,3000000000,64.74820143884892
705,13,3,16,44.0625,235,3525,58.75,3000000000,51.06382978723405
883,13,4,17,51.94117647058823,220.75,4415,73.58333333333333,4000000000,54.36013590033975
575,10,3,13,44.23076923076923,191.66666666666666,2875,47.916666666666664,3000000000,62.608695652173914
410,6,6,12,34.166666666666664,68.33333333333333,2050,34.166666666666664,6000000000,175.609756097561
406,4,3,7,58,135.33333333333334,2030,33.833333333333336,3000000000,88.66995073891624
415,9,3,12,34.583333333333336,138.33333333333334,2075,34.583333333333336,3000000000,86.74698795180721
576,14,5,19,30.31578947368421,115.2,2880,48,5000000000,104.16666666666667
677,13,3,16,42.3125,225.66666666666666,3385,56.416666666666664,3000000000,53.17577548005909
820,15,3,18,45.55555555555556,273.3333333333333,4100,68.33333333333333,3000000000,43.90243902439025
930,15,6,21,44.285714285714285,155,4650,77.5,6000000000,77.41935483870968
641,7,3,10,64.1,213.66666666666666,3205,53.416666666666664,3000000000,56.1622464898596
730,13,3,16,45.625,243.33333333333334,3650,60.833333333333336,3000000000,49.31506849315068
808,16,7,23,35.130434782608695,115.42857142857143,4040,67.33333333333333,7000000000,103.96039603960396
645,11,3,14,46.07142857142857,215,3225,53.75,3000000000,55.81395348837209
516,8,3,11,46.90909090909091,172,2580,43,3000000000,69.76744186046511
592,10,4,14,42.285714285714285,148,2960,49.333333333333336,4000000000,81.08108108108108
447,9,5,14,31.928571428571427,89.4,2235,37.25,5000000000,134.2281879194631
871,15,3,18,48.388888888888886,290.3333333333333,4355,72.58333333333333,3000000000,41.33180252583238
733,19,3,22,33.31818181818182,244.33333333333334,3665,61.083333333333336,3000000000,49.113233287858115
527,11,3,14,37.642857142857146,175.66666666666666,2635,43.916666666666664,3000000000,68.3111954459203
571,10,3,13,43.92307692307692,190.33333333333334,2855,47.583333333333336,3000000000,63.047285464098074
457,6,3,9,50.77777777777778,152.33333333333334,2285,38.083333333333336,3000000000,78.77461706783369
602,11,3,14,43,200.66666666666666,3010,50.166666666666664,3000000000,59.800664451827245
853,12,4,16,53.3125,213.25,4265,71.08333333333333,4000000000,56.27198124267292
950,11,3,14,67.85714285714286,316.6666666666667,4750,79.16666666666667,3000000000,37.89473684210526
314,5,3,8,39.25,104.66666666666667,1570,26.166666666666668,3000000000,114.64968152866241
769,12,3,15,51.266666666666666,256.3333333333333,3845,64.08333333333333,3000000000,46.81404421326398
484,5,3,8,60.5,161.33333333333334,2420,40.333333333333336,3000000000,74.3801652892562
837,8,3,11,76.0909090909091,279,4185,69.75,3000000000,43.01075268817204
809,9,3,12,67.41666666666667,269.6666666666667,4045,67.41666666666667,3000000000,44.499381953028426
314,6,4,10,31.4,78.5,1570,26.166666666666668,4000000000,152.86624203821657
744,10,3,13,57.23076923076923,248,3720,62,3000000000,48.387096774193544
380,6,3,9,42.22222222222222,126.66666666666667,1900,31.666666666666668,3000000000,94.73684210526316
472,11,3,14,33.714285714285715,157.33333333333334,2360,39.333333333333336,3000000000,76.27118644067795
279,4,3,7,39.857142857142854,93,1395,23.25,3000000000,129.03225806451613
769,13,8,21,36.61904761904762,96.125,3845,64.08333333333333,8000000000,124.83745123537062
363,7,3,10,36.3,121,1815,30.25,3000000000,99.17355371900827
424,12,3,15,28.266666666666666,141.33333333333334,2120,35.333333333333336,3000000000,84.90566037735849
651,18,7,25,26.04,93,3255,54.25,7000000000,129.03225806451613
745,10,3,13,57.30769230769231,248.33333333333334,3725,62.083333333333336,3000000000,48.32214765100671
765,15,3,18,42.5,255,3825,63.75,3000000000,47.05882352941176
756,15,3,18,42,252,3780,63,3000000000,47.61904761904762
367,3,3,6,61.166666666666664,122.33333333333333,1835,30.583333333333332,3000000000,98.09264305177112
524,12,3,15,34.93333333333333,174.66666666666666,2620,43.666666666666664,3000000000,68.70229007633587
553,11,3,14,39.5,184.33333333333334,2765,46.083333333333336,3000000000,65.09945750452079
334,7,3,10,33.4,111.33333333333333,1670,27.833333333333332,3000000000,107.78443113772455
664,7,3,10,66.4,221.33333333333334,3320,55.333333333333336,3000000000,54.21686746987952
323,4,3,7,46.142857142857146,107.66666666666667,1615,26.916666666666668,3000000000,111.45510835913312
668,8,3,11,60.72727272727273,222.66666666666666,3340,55.666666666666664,3000000000,53.89221556886228
394,6,4,10,39.4,98.5,1970,32.833333333333336,4000000000,121.82741116751268
767,13,3,16,47.9375,255.66666666666666,3835,63.916666666666664,3000000000,46.9361147327249
686,11,6,17,40.35294117647059,114.33333333333333,3430,57.166666666666664,6000000000,104.95626822157435
702,6,5,11,63.81818181818182,140.4,3510,58.5,5000000000,85.47008547008546
1046,22,3,25,41.84,348.6666666666667,5230,87.16666666666667,3000000000,34.41682600382409
274,5,3,8,34.25,91.33333333333333,1370,22.833333333333332,3000000000,131.38686131386862
693,7,4,11,63,173.25,3465,57.75,4000000000,69.26406926406926
400,5,4,9,44.44444444444444,100,2000,33.333333333333336,4000000000,119.99999999999999
783,11,5,16,48.9375,156.6,3915,65.25,5000000000,76.62835249042146
628,7,6,13,48.30769230769231,104.66666666666667,3140,52.333333333333336,6000000000,114.64968152866241
779,10,3,13,59.92307692307692,259.6666666666667,3895,64.91666666666667,3000000000,46.21309370988446
667,9,7,16,41.6875,95.28571428571429,3335,55.583333333333336,7000000000,125.93703148425786
1121,11,4,15,74.73333333333333,280.25,5605,93.41666666666667,4000000000,42.81891168599465
405,6,4,10,40.5,101.25,2025,33.75,4000000000,118.51851851851852
583,10,3,13,44.84615384615385,194.33333333333334,2915,48.583333333333336,3000000000,61.74957118353345
698,9,6,15,46.53333333333333,116.33333333333333,3490,58.166666666666664,6000000000,103.1518624641834
1031,17,7,24,42.958333333333336,147.28571428571428,5155,85.91666666666667,7000000000,81.47429679922405
542,10,3,13,41.69230769230769,180.66666666666666,2710,45.166666666666664,3000000000,66.42066420664207
903,9,3,12,75.25,301,4515,75.25,3000000000,39.8671096345515
426,6,5,11,38.72727272727273,85.2,2130,35.5,5000000000,140.8450704225352
883,11,6,17,51.94117647058823,147.16666666666666,4415,73.58333333333333,6000000000,81.54020385050963
414,4,3,7,59.142857142857146,138,2070,34.5,3000000000,86.95652173913044
804,12,8,20,40.2,100.5,4020,67,8000000000,119.40298507462687
727,8,5,13,55.92307692307692,145.4,3635,60.583333333333336,5000000000,82.53094910591471
863,11,6,17,50.76470588235294,143.83333333333334,4315,71.91666666666667,6000000000,83.42989571263034
366,5,4,9,40.666666666666664,91.5,1830,30.5,4000000000,131.14754098360658
580,13,3,16,36.25,193.33333333333334,2900,48.333333333333336,3000000000,62.068965517241374
382,9,3,12,31.833333333333332,127.33333333333333,1910,31.833333333333332,3000000000,94.24083769633508
747,10,4,14,53.357142857142854,186.75,3735,62.25,4000000000,64.2570281124498
571,10,3,13,43.92307692307692,190.33333333333334,2855,47.583333333333336,3000000000,63.047285464098074
574,15,6,21,27.333333333333332,95.66666666666667,2870,47.833333333333336,6000000000,125.4355400696864
686,9,3,12,57.166666666666664,228.66666666666666,3430,57.166666666666664,3000000000,52.478134110787174
604,10,6,16,37.75,100.66666666666667,3020,50.333333333333336,6000000000,119.20529801324503
665,14,8,22,30.227272727272727,83.125,3325,55.416666666666664,8000000000,144.3609022556391
950,15,3,18,52.77777777777778,316.6666666666667,4750,79.16666666666667,3000000000,37.89473684210526
707,12,3,15,47.13333333333333,235.66666666666666,3535,58.916666666666664,3000000000,50.91937765205092
329,5,3,8,41.125,109.66666666666667,1645,27.416666666666668,3000000000,109.4224924012158
726,15,7,22,33,103.71428571428571,3630,60.5,7000000000,115.70247933884298
948,17,3,20,47.4,316,4740,79,3000000000,37.974683544303794
332,7,3,10,33.2,110.66666666666667,1660,27.666666666666668,3000000000,108.43373493975903
556,10,3,13,42.76923076923077,185.33333333333334,2780,46.333333333333336,3000000000,64.74820143884892
814,12,3,15,54.266666666666666,271.3333333333333,4070,67.83333333333333,3000000000,44.22604422604423
507,4,7,11,46.09090909090909,72.42857142857143,2535,42.25,7000000000,165.68047337278108
1197,12,3,15,79.8,399,5985,99.75,3000000000,30.075187969924812
509,4,5,9,56.55555555555556,101.8,2545,42.416666666666664,5000000000,117.87819253438116
533,6,3,9,59.22222222222222,177.66666666666666,2665,44.416666666666664,3000000000,67.5422138836773
802,8,3,11,72.9090909090909,267.3333333333333,4010,66.83333333333333,3000000000,44.887780548628434
458,8,3,11,41.63636363636363,152.66666666666666,2290,38.166666666666664,3000000000,78.60262008733625
474,7,3,10,47.4,158,2370,39.5,3000000000,75.94936708860759
254,3,3,6,42.333333333333336,84.66666666666667,1270,21.166666666666668,3000000000,141.7322834645669
532,9,5,14,38,106.4,2660,44.333333333333336,5000000000,112.78195488721805
683,6,3,9,75.88888888888889,227.66666666666666,3415,56.916666666666664,3000000000,52.7086383601757
1032,11,6,17,60.705882352941174,172,5160,86,6000000000,69.76744186046511
556,10,4,14,39.714285714285715,139,2780,46.333333333333336,4000000000,86.33093525179855
948,20,3,23,41.21739130434783,316,4740,79,3000000000,37.974683544303794
821,17,3,20,41.05,273.6666666666667,4105,68.41666666666667,3000000000,43.848964677222895
978,10,10,20,48.9,97.8,4890,81.5,10000000000,122.69938650306747
864,14,3,17,50.8235294117647,288,4320,72,3000000000,41.666666666666664
502,5,5,10,50.2,100.4,2510,41.833333333333336,5000000000,119.5219123505976
650,6,4,10,65,162.5,3250,54.166666666666664,4000000000,73.84615384615385
796,12,3,15,53.06666666666667,265.3333333333333,3980,66.33333333333333,3000000000,45.22613065326633
386,5,3,8,48.25,128.66666666666666,1930,32.166666666666664,3000000000,93.26424870466322
1034,14,6,20,51.7,172.33333333333334,5170,86.16666666666667,6000000000,69.63249516441006
462,7,3,10,46.2,154,2310,38.5,3000000000,77.92207792207792
784,14,3,17,46.11764705882353,261.3333333333333,3920,65.33333333333333,3000000000,45.91836734693878
555,9,6,15,37,92.5,2775,46.25,6000000000,129.72972972972974
800,14,5,19,42.10526315789474,160,4000,66.66666666666667,5000000000,75
614,6,3,9,68.22222222222223,204.66666666666666,3070,51.166666666666664,3000000000,58.63192182410423
506,8,4,12,42.166666666666664,126.5,2530,42.166666666666664,4000000000,94.86166007905139
883,14,5,19,46.473684210526315,176.6,4415,73.58333333333333,5000000000,67.95016987542469
530,9,5,14,37.857142857142854,106,2650,44.166666666666664,5000000000,113.20754716981132
684,8,5,13,52.61538461538461,136.8,3420,57,5000000000,87.71929824561404
432,5,3,8,54,144,2160,36,3000000000,83.33333333333333
919,12,7,19,48.36842105263158,131.28571428571428,4595,76.58333333333333,7000000000,91.40369967355822
573,9,4,13,44.07692307692308,143.25,2865,47.75,4000000000,83.7696335078534
819,13,3,16,51.1875,273,4095,68.25,3000000000,43.956043956043956
1101,9,9,18,61.166666666666664,122.33333333333333,5505,91.75,9000000000,98.09264305177112
524,13,5,18,29.11111111111111,104.8,2620,43.666666666666664,5000000000,114.50381679389312
1022,11,6,17,60.11764705882353,170.33333333333334,5110,85.16666666666667,6000000000,70.45009784735812
517,12,7,19,27.210526315789473,73.85714285714286,2585,43.083333333333336,7000000000,162.47582205029013
173,4,3,7,24.714285714285715,57.666666666666664,865,14.416666666666666,3000000000,208.09248554913293
738,16,3,19,38.8421052631579,246,3690,61.5,3000000000,48.78048780487805
663,10,3,13,51,221,3315,55.25,3000000000,54.29864253393665
517,7,4,11,47,129.25,2585,43.083333333333336,4000000000,92.84332688588007
619,7,3,10,61.9,206.33333333333334,3095,51.583333333333336,3000000000,58.158319870759286
388,9,3,12,32.333333333333336,129.33333333333334,1940,32.333333333333336,3000000000,92.78350515463917
353,6,3,9,39.22222222222222,117.66666666666667,1765,29.416666666666668,3000000000,101.98300283286119
639,14,5,19,33.63157894736842,127.8,3195,53.25,5000000000,93.89671361502347
198,5,3,8,24.75,66,990,16.5,3000000000,181.8181818181818
593,13,3,16,37.0625,197.66666666666666,2965,49.416666666666664,3000000000,60.708263069139974
526,12,3,15,35.06666666666667,175.33333333333334,2630,43.833333333333336,3000000000,68.44106463878326
781,14,4,18,43.388888888888886,195.25,3905,65.08333333333333,4000000000,61.45966709346992
1268,24,3,27,46.96296296296296,422.6666666666667,6340,105.66666666666667,3000000000,28.39116719242902
423,7,4,11,38.45454545454545,105.75,2115,35.25,4000000000,113.47517730496455
570,11,3,14,40.714285714285715,190,2850,47.5,3000000000,63.1578947368421
651,8,3,11,59.18181818181818,217,3255,54.25,3000000000,55.29953917050691
1367,27,9,36,37.97222222222222,151.88888888888889,6835,113.91666666666667,9000000000,79.00512070226773
368,5,3,8,46,122.66666666666667,1840,30.666666666666668,3000000000,97.82608695652173
528,13,8,21,25.142857142857142,66,2640,44,8000000000,181.8181818181818
525,10,3,13,40.38461538461539,175,2625,43.75,3000000000,68.57142857142857
359,7,3,10,35.9,119.66666666666667,1795,29.916666666666668,3000000000,100.27855153203343
914,11,10,21,43.523809523809526,91.4,4570,76.16666666666667,10000000000,131.29102844638948
672,6,3,9,74.66666666666667,224,3360,56,3000000000,53.57142857142858
283,8,3,11,25.727272727272727,94.33333333333333,1415,23.583333333333332,3000000000,127.20848056537103
343,6,4,10,34.3,85.75,1715,28.583333333333332,4000000000,139.94169096209913
370,9,4,13,28.46153846153846,92.5,1850,30.833333333333332,4000000000,129.72972972972974
1054,18,6,24,43.916666666666664,175.66666666666666,5270,87.83333333333333,6000000000,68.3111954459203
350,8,3,11,31.818181818181817,116.66666666666667,1750,29.166666666666668,3000000000,102.85714285714285
427,5,4,9,47.44444444444444,106.75,2135,35.583333333333336,4000000000,112.41217798594847
812,14,3,17,47.76470588235294,270.6666666666667,4060,67.66666666666667,3000000000,44.33497536945812
568,9,4,13,43.69230769230769,142,2840,47.333333333333336,4000000000,84.50704225352113
440,5,3,8,55,146.66666666666666,2200,36.666666666666664,3000000000,81.81818181818183
471,7,3,10,47.1,157,2355,39.25,3000000000,76.43312101910828
464,8,4,12,38.666666666666664,116,2320,38.666666666666664,4000000000,103.44827586206897
818,11,3,14,58.42857142857143,272.6666666666667,4090,68.16666666666667,3000000000,44.00977995110024
1258,16,8,24,52.416666666666664,157.25,6290,104.83333333333333,8000000000,76.31160572337043
563,13,3,16,35.1875,187.66666666666666,2815,46.916666666666664,3000000000,63.94316163410302
317,5,3,8,39.625,105.66666666666667,1585,26.416666666666668,3000000000,113.56466876971608
599,10,10,20,29.95,59.9,2995,49.916666666666664,10000000000,200.33388981636062
505,6,5,11,45.90909090909091,101,2525,42.083333333333336,5000000000,118.8118811881188
475,8,4,12,39.583333333333336,118.75,2375,39.583333333333336,4000000000,101.05263157894737
490,5,3,8,61.25,163.33333333333334,2450,40.833333333333336,3000000000,73.46938775510203
991,15,3,18,55.05555555555556,330.3333333333333,4955,82.58333333333333,3000000000,36.326942482341074
788,12,5,17,46.35294117647059,157.6,3940,65.66666666666667,5000000000,76.14213197969542
1280,20,3,23,55.65217391304348,426.6666666666667,6400,106.66666666666667,3000000000,28.125
433,4,3,7,61.857142857142854,144.33333333333334,2165,36.083333333333336,3000000000,83.14087759815241
625,6,3,9,69.44444444444444,208.33333333333334,3125,52.083333333333336,3000000000,57.6
916,15,4,19,48.21052631578947,229,4580,76.33333333333333,4000000000,52.401746724890835
763,5,5,10,76.3,152.6,3815,63.583333333333336,5000000000,78.63695937090432
740,15,5,20,37,148,3700,61.666666666666664,5000000000,81.08108108108108
447,10,4,14,31.928571428571427,111.75,2235,37.25,4000000000,107.38255033557047
532,5,6,11,48.36363636363637,88.66666666666667,2660,44.333333333333336,6000000000,135.33834586466165
734,11,6,17,43.1764705882353,122.33333333333333,3670,61.166666666666664,6000000000,98.09264305177112
408,10,4,14,29.142857142857142,102,2040,34,4000000000,117.6470588235294
280,3,3,6,46.666666666666664,93.33333333333333,1400,23.333333333333332,3000000000,128.57142857142858
582,9,3,12,48.5,194,2910,48.5,3000000000,61.855670103092784
707,11,3,14,50.5,235.66666666666666,3535,58.916666666666664,3000000000,50.91937765205092
418,9,3,12,34.833333333333336,139.33333333333334,2090,34.833333333333336,3000000000,86.1244019138756
363,5,3,8,45.375,121,1815,30.25,3000000000,99.17355371900827
629,8,3,11,57.18181818181818,209.66666666666666,3145,52.416666666666664,3000000000,57.233704292527825
845,16,3,19,44.473684210526315,281.6666666666667,4225,70.41666666666667,3000000000,42.603550295857985
847,19,3,22,38.5,282.3333333333333,4235,70.58333333333333,3000000000,42.502951593860686
599,5,3,8,74.875,199.66666666666666,2995,49.916666666666664,3000000000,60.10016694490819
640,7,5,12,53.333333333333336,128,3200,53.333333333333336,5000000000,93.75
787,9,7,16,49.1875,112.42857142857143,3935,65.58333333333333,7000000000,106.73443456162643
1101,19,5,24,45.875,220.2,5505,91.75,5000000000,54.495912806539515
508,9,4,13,39.07692307692308,127,2540,42.333333333333336,4000000000,94.48818897637796
508,8,6,14,36.285714285714285,84.66666666666667,2540,42.333333333333336,6000000000,141.7322834645669
797,11,5,16,49.8125,159.4,3985,66.41666666666667,5000000000,75.28230865746549
569,8,3,11,51.72727272727273,189.66666666666666,2845,47.416666666666664,3000000000,63.26889279437611
916,15,3,18,50.888888888888886,305.3333333333333,4580,76.33333333333333,3000000000,39.301310043668124
527,11,3,14,37.642857142857146,175.66666666666666,2635,43.916666666666664,3000000000,68.3111954459203
480,9,3,12,40,160,2400,40,3000000000,75
966,17,9,26,37.15384615384615,107.33333333333333,4830,80.5,9000000000,111.80124223602485
1366,21,3,24,56.916666666666664,455.3333333333333,6830,113.83333333333333,3000000000,26.35431918008785
664,15,3,18,36.888888888888886,221.33333333333334,3320,55.333333333333336,3000000000,54.21686746987952
747,5,3,8,93.375,249,3735,62.25,3000000000,48.192771084337345
574,8,3,11,52.18181818181818,191.33333333333334,2870,47.833333333333336,3000000000,62.7177700348432
718,9,3,12,59.833333333333336,239.33333333333334,3590,59.833333333333336,3000000000,50.139275766016716
605,15,6,21,28.80952380952381,100.83333333333333,3025,50.416666666666664,6000000000,119.00826446280992
492,8,3,11,44.72727272727273,164,2460,41,3000000000,73.17073170731707
469,5,3,8,58.625,156.33333333333334,2345,39.083333333333336,3000000000,76.75906183368869
488,5,3,8,61,162.66666666666666,2440,40.666666666666664,3000000000,73.7704918032787
594,8,3,11,54,198,2970,49.5,3000000000,60.60606060606061
1162,16,3,19,61.1578947368421,387.3333333333333,5810,96.83333333333333,3000000000,30.98106712564544
869,13,7,20,43.45,124.14285714285714,4345,72.41666666666667,7000000000,96.66283084004601
711,13,3,16,44.4375,237,3555,59.25,3000000000,50.63291139240506
431,3,3,6,71.83333333333333,143.66666666666666,2155,35.916666666666664,3000000000,83.52668213457078
701,14,4,18,38.94444444444444,175.25,3505,58.416666666666664,4000000000,68.47360912981455
360,8,3,11,32.72727272727273,120,1800,30,3000000000,100
1043,18,7,25,41.72,149,5215,86.91666666666667,7000000000,80.53691275167785
291,4,4,8,36.375,72.75,1455,24.25,4000000000,164.94845360824743
444,7,3,10,44.4,148,2220,37,3000000000,81.08108108108108
706,7,3,10,70.6,235.33333333333334,3530,58.833333333333336,3000000000,50.991501416430594
507,12,3,15,33.8,169,2535,42.25,3000000000,71.0059171597633
646,14,5,19,34,129.2,3230,53.833333333333336,5000000000,92.87925696594428
330,6,4,10,33,82.5,1650,27.5,4000000000,145.45454545454547
431,9,3,12,35.916666666666664,143.66666666666666,2155,35.916666666666664,3000000000,83.52668213457078
476,7,3,10,47.6,158.66666666666666,2380,39.666666666666664,3000000000,75.63025210084035
876,18,3,21,41.714285714285715,292,4380,73,3000000000,41.0958904109589
528,11,7,18,29.333333333333332,75.42857142857143,2640,44,7000000000,159.0909090909091
821,16,4,20,41.05,205.25,4105,68.41666666666667,4000000000,58.465286236297196
1480,20,3,23,64.34782608695652,493.3333333333333,7400,123.33333333333333,3000000000,24.324324324324326
1100,12,3,15,73.33333333333333,366.6666666666667,5500,91.66666666666667,3000000000,32.72727272727273
967,12,3,15,64.46666666666667,322.3333333333333,4835,80.58333333333333,3000000000,37.22854188210962
505,11,3,14,36.07142857142857,168.33333333333334,2525,42.083333333333336,3000000000,71.28712871287128
730,7,6,13,56.15384615384615,121.66666666666667,3650,60.833333333333336,6000000000,98.63013698630137
751,8,3,11,68.27272727272727,250.33333333333334,3755,62.583333333333336,3000000000,47.93608521970706
597,8,3,11,54.27272727272727,199,2985,49.75,3000000000,60.301507537688444
453,8,3,11,41.18181818181818,151,2265,37.75,3000000000,79.47019867549669
202,5,3,8,25.25,67.33333333333333,1010,16.833333333333332,3000000000,178.21782178217822
406,13,3,16,25.375,135.33333333333334,2030,33.833333333333336,3000000000,88.66995073891624
685,9,3,12,57.083333333333336,228.33333333333334,3425,57.083333333333336,3000000000,52.55474452554744
553,8,6,14,39.5,92.16666666666667,2765,46.083333333333336,6000000000,130.19891500904157
490,9,3,12,40.833333333333336,163.33333333333334,2450,40.833333333333336,3000000000,73.46938775510203
600,9,3,12,50,200,3000,50,3000000000,60
776,21,3,24,32.333333333333336,258.6666666666667,3880,64.66666666666667,3000000000,46.391752577319586
446,5,3,8,55.75,148.66666666666666,2230,37.166666666666664,3000000000,80.71748878923768
599,9,5,14,42.785714285714285,119.8,2995,49.916666666666664,5000000000,100.16694490818031
572,5,4,9,63.55555555555556,143,2860,47.666666666666664,4000000000,83.91608391608392
952,18,3,21,45.333333333333336,317.3333333333333,4760,79.33333333333333,3000000000,37.815126050420176
535,10,3,13,41.15384615384615,178.33333333333334,2675,44.583333333333336,3000000000,67.28971962616822
428,5,3,8,53.5,142.66666666666666,2140,35.666666666666664,3000000000,84.11214953271029
325,4,3,7,46.42857142857143,108.33333333333333,1625,27.083333333333332,3000000000,110.76923076923077
595,8,4,12,49.583333333333336,148.75,2975,49.583333333333336,4000000000,80.67226890756302
347,6,3,9,38.55555555555556,115.66666666666667,1735,28.916666666666668,3000000000,103.7463976945245
1298,26,9,35,37.08571428571429,144.22222222222223,6490,108.16666666666667,9000000000,83.20493066255779
763,15,6,21,36.333333333333336,127.16666666666667,3815,63.583333333333336,6000000000,94.36435124508517
639,10,6,16,39.9375,106.5,3195,53.25,6000000000,112.67605633802816
893,7,3,10,89.3,297.6666666666667,4465,74.41666666666667,3000000000,40.31354983202688
497,6,5,11,45.18181818181818,99.4,2485,41.416666666666664,5000000000,120.72434607645876
730,15,4,19,38.421052631578945,182.5,3650,60.833333333333336,4000000000,65.75342465753424
1376,14,15,29,47.44827586206897,91.73333333333333,6880,114.66666666666667,15000000000,130.81395348837208
613,11,3,14,43.785714285714285,204.33333333333334,3065,51.083333333333336,3000000000,58.727569331158236
683,9,4,13,52.53846153846154,170.75,3415,56.916666666666664,4000000000,70.27818448023426
351,7,3,10,35.1,117,1755,29.25,3000000000,102.56410256410255
554,6,3,9,61.55555555555556,184.66666666666666,2770,46.166666666666664,3000000000,64.98194945848375
549,8,3,11,49.90909090909091,183,2745,45.75,3000000000,65.57377049180329
403,12,3,15,26.866666666666667,134.33333333333334,2015,33.583333333333336,3000000000,89.33002481389578
728,11,3,14,52,242.66666666666666,3640,60.666666666666664,3000000000,49.45054945054945
881,12,7,19,46.36842105263158,125.85714285714286,4405,73.41666666666667,7000000000,95.34619750283767
925,14,3,17,54.411764705882355,308.3333333333333,4625,77.08333333333333,3000000000,38.91891891891892
570,13,6,19,30,95,2850,47.5,6000000000,126.3157894736842
502,12,4,16,31.375,125.5,2510,41.833333333333336,4000000000,95.61752988047809
661,9,3,12,55.083333333333336,220.33333333333334,3305,55.083333333333336,3000000000,54.462934947049924
501,3,5,8,62.625,100.2,2505,41.75,5000000000,119.76047904191616
706,7,8,15,47.06666666666667,88.25,3530,58.833333333333336,8000000000,135.97733711048159
459,6,3,9,51,153,2295,38.25,3000000000,78.4313725490196
725,9,3,12,60.416666666666664,241.66666666666666,3625,60.416666666666664,3000000000,49.6551724137931
354,4,3,7,50.57142857142857,118,1770,29.5,3000000000,101.69491525423729
502,7,3,10,50.2,167.33333333333334,2510,41.833333333333336,3000000000,71.71314741035856
593,20,5,25,23.72,118.6,2965,49.416666666666664,5000000000,101.18043844856662
742,10,5,15,49.46666666666667,148.4,3710,61.833333333333336,5000000000,80.86253369272237
977,20,4,24,40.708333333333336,244.25,4885,81.41666666666667,4000000000,49.12998976458547
373,7,3,10,37.3,124.33333333333333,1865,31.083333333333332,3000000000,96.514745308311
429,4,3,7,61.285714285714285,143,2145,35.75,3000000000,83.91608391608392
1288,14,12,26,49.53846153846154,107.33333333333333,6440,107.33333333333333,12000000000,111.80124223602486
774,14,5,19,40.73684210526316,154.8,3870,64.5,5000000000,77.51937984496124
719,8,3,11,65.36363636363636,239.66666666666666,3595,59.916666666666664,3000000000,50.06954102920724
563,10,4,14,40.214285714285715,140.75,2815,46.916666666666664,4000000000,85.2575488454707
527,5,4,9,58.55555555555556,131.75,2635,43.916666666666664,4000000000,91.08159392789375
543,4,4,8,67.875,135.75,2715,45.25,4000000000,88.39779005524862
566,7,5,12,47.166666666666664,113.2,2830,47.166666666666664,5000000000,106.00706713780919
368,6,3,9,40.888888888888886,122.66666666666667,1840,30.666666666666668,3000000000,97.82608695652173
362,7,3,10,36.2,120.66666666666667,1810,30.166666666666668,3000000000,99.4475138121547
679,11,6,17,39.94117647058823,113.16666666666667,3395,56.583333333333336,6000000000,106.03829160530192
843,12,7,19,44.36842105263158,120.42857142857143,4215,70.25,7000000000,99.644128113879
1021,18,3,21,48.61904761904762,340.3333333333333,5105,85.08333333333333,3000000000,35.259549461312446
604,14,5,19,31.789473684210527,120.8,3020,50.333333333333336,5000000000,99.33774834437085
483,6,3,9,53.666666666666664,161,2415,40.25,3000000000,74.53416149068323
309,4,3,7,44.142857142857146,103,1545,25.75,3000000000,116.50485436893204
537,9,3,12,44.75,179,2685,44.75,3000000000,67.0391061452514
455,9,3,12,37.916666666666664,151.66666666666666,2275,37.916666666666664,3000000000,79.12087912087912
696,9,3,12,58,232,3480,58,3000000000,51.724137931034484
408,9,3,12,34,136,2040,34,3000000000,88.23529411764706
666,10,10,20,33.3,66.6,3330,55.5,10000000000,180.1801801801802
1200,17,8,25,48,150,6000,100,8000000000,80
501,6,5,11,45.54545454545455,100.2,2505,41.75,5000000000,119.76047904191616
513,9,3,12,42.75,171,2565,42.75,3000000000,70.17543859649123
1032,20,3,23,44.869565217391305,344,5160,86,3000000000,34.883720930232556
643,13,3,16,40.1875,214.33333333333334,3215,53.583333333333336,3000000000,55.987558320373246
